Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,Target Country,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Time Over Target,Bomb Damage Assessment,Source ID,gloss_id,aircraft,name,full_name,aircraft_type,hyperlink,Avion_Nombre_Completo
125659,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,14059,FRANCE,FLEURY,TANKS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.83,-1.25,133.0,27.0,27.0,27.0,,,,,,,,51.0,,,,,,,,,,51.0,,,102694.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
125660,6/6/1944,ETO,USA,9 AF,,GB17,,,,,,,14059,FRANCE,FLEURY,TANKS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.83,-1.25,133.0,27.0,27.0,27.0,,,,,,,,51.0,,,,,,,,,,51.0,,,205694.0,,,,,,,GB17
125661,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,14059,FRANCE,FLEURY,TANKS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.83,-1.25,133.0,27.0,27.0,27.0,,,,,,,,51.0,,,,,,,,,,51.0,,,205858.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
125662,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,28892,FRANCE,MONTFARVILLE,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.67,-1.27,120.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,102788.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125663,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,28892,FRANCE,MONTFARVILLE,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.67,-1.27,120.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,166253.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125664,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,32637,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.27,-0.27,120.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,102632.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125665,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,32637,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.27,-0.27,120.0,,,,,,,,,,,16.0,,,,,,,,,,16.0,,,102633.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125666,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,32637,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.27,-0.27,120.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,205795.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125667,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,32637,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.27,-0.27,120.0,,,,,,,,,,,16.0,,,,,,,,,,16.0,,,205796.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125668,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,26196,FRANCE,MAIZY,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.05,-0.05,100.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,102787.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125669,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,26196,FRANCE,MAIZY,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.05,-0.05,100.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,166252.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125670,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,28892,FRANCE,MONTFARVILLE,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.67,-1.27,100.0,,,,,,,,,,,30.0,,,,,,,,,,30.0,,,102789.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125671,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,28892,FRANCE,MONTFARVILLE,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.67,-1.27,100.0,,,,,,,,,,,30.0,,,,,,,,,,30.0,,,166254.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125672,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,32637,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.27,-0.27,95.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,102634.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125673,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,32637,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.27,-0.27,95.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,205783.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125674,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,32637,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.27,-0.27,95.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,205797.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125675,6/6/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,8682,FRANCE,CHATEAUDUN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.07,1.33,90.0,5.0,5.0,5.0,,,,,,,,443.0,,,,,,,,,,443.0,,,295035.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
125676,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,3108,FRANCE,BEAU GUILLOT,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,,,65.0,,,,,,,,,,,26.0,,,,,,,,,,26.0,,,102591.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125677,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,3108,FRANCE,BEAU GUILLOT,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,,,65.0,,,,,,,,,,,26.0,,,,,,,,,,26.0,,,166245.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125678,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,20052,FRANCE,HOULGATE,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.3,-0.07,60.0,,,,,,,,,,,46.0,,,,,,,,,,46.0,,,102629.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125679,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,20052,FRANCE,HOULGATE,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.3,-0.07,60.0,,,,,,,,,,,46.0,,,,,,,,,,46.0,,,205792.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125680,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,6882,FRANCE,CAEN,BRIDGE,BRIDGES,,49.18,-0.37,50.0,,,,,,,,,,,69.0,,,,,,,,,,69.0,,,102597.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125681,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,6882,FRANCE,CAEN,BRIDGE,BRIDGES,,49.18,-0.37,50.0,,,,,,,,,,,69.0,,,,,,,,,,69.0,,,205615.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125682,6/6/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",,48.73,-0.02,45.0,,,,,,,,,,,390.0,,,,,,,,,,390.0,,,295031.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
125683,6/6/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.73,-0.02,45.0,12.0,12.0,12.0,,,,,,,,80.0,,,,,,,,,,80.0,,,295032.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
125684,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,6882,FRANCE,CAEN,ROAD JUNCTION,HIGHWAYS AND VEHICLES,,49.18,-0.37,39.0,,,,,,,,,,,55.0,,,,,,,,,,55.0,,,102599.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125685,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,6882,FRANCE,CAEN,ROAD JUNCTION,HIGHWAYS AND VEHICLES,,49.18,-0.37,39.0,,,,,,,,,,,55.0,,,,,,,,,,55.0,,,205617.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125686,6/6/1944,ETO,USA,9 AF,,A20,,,,,,,1455,FRANCE,ARGENTAN,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,48.73,-0.02,30.0,,,,,,,,,,,67.0,,,,,,,,,,67.0,,,102590.0,1.0,A20,A20,Douglas A-20 Havoc,Boston Light Bomber / Night-Fighter,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=186,Douglas A-20 Havoc
125687,6/6/1944,ETO,USA,9 AF,,A20,,,,,,,1455,FRANCE,ARGENTAN,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,48.73,-0.02,30.0,,,,,,,,,,,67.0,,,,,,,,,,67.0,,,166244.0,1.0,A20,A20,Douglas A-20 Havoc,Boston Light Bomber / Night-Fighter,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=186,Douglas A-20 Havoc
125688,6/6/1944,ETO,USA,9 AF,,A20,,,,,,,7605,FRANCE,CARENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",,49.3,-1.23,30.0,,,,,,,,,,,27.0,,,,,,,,,,27.0,,,102600.0,1.0,A20,A20,Douglas A-20 Havoc,Boston Light Bomber / Night-Fighter,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=186,Douglas A-20 Havoc
125689,6/6/1944,ETO,USA,9 AF,,A20,,,,,,,7605,FRANCE,CARENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",,49.3,-1.23,30.0,,,,,,,,,,,27.0,,,,,,,,,,27.0,,,205618.0,1.0,A20,A20,Douglas A-20 Havoc,Boston Light Bomber / Night-Fighter,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=186,Douglas A-20 Havoc
125690,6/6/1944,ETO,USA,9 AF,,A20,,,,,,,9742,FRANCE,COURS SAINTS,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,,,30.0,,,,,,,,,,,42.0,,,,,,,,,,42.0,,,102594.0,1.0,A20,A20,Douglas A-20 Havoc,Boston Light Bomber / Night-Fighter,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=186,Douglas A-20 Havoc
125691,6/6/1944,ETO,USA,9 AF,,A20,,,,,,,9742,FRANCE,COURS SAINTS,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,,,30.0,,,,,,,,,,,42.0,,,,,,,,,,42.0,,,166248.0,1.0,A20,A20,Douglas A-20 Havoc,Boston Light Bomber / Night-Fighter,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=186,Douglas A-20 Havoc
125692,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,13420,FRANCE,FALAISE,M T,HIGHWAYS AND VEHICLES,,48.9,-0.2,29.0,,,,,,,,,,,42.0,,,,,,,,,,42.0,,,102603.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125693,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,13420,FRANCE,FALAISE,M T,HIGHWAYS AND VEHICLES,,48.9,-0.2,29.0,,,,,,,,,,,42.0,,,,,,,,,,42.0,,,205619.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125694,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,32637,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.27,-0.27,12.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,205781.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125695,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,32637,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.27,-0.27,12.0,,,,,,,,,,,16.0,,,,,,,,,,16.0,,,205782.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125696,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,20052,FRANCE,HOULGATE,GUN EMPLACEMENTS,GUN EMPLACEMENTS,,49.3,-0.07,6.0,,,,,,,,,,,46.0,,,,,,,,,,46.0,,,205780.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
125697,6/6/1944,ETO,USA,9 AF,,B24,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4,48.73,-0.02,,1.0,1.0,1.0,,,,,,,,3.0,,,,,,,,,,3.0,,,166307.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
125698,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",,48.73,-0.02,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,166289.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
125699,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.73,-0.02,,3.0,3.0,3.0,,,,,,,,3.0,,,,,,,,,,3.0,,,166290.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
125700,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.73,-0.02,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,166293.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126001,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",2,48.73,-0.02,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,2.0,,,166296.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126002,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",2,48.73,-0.02,,2.0,2.0,2.0,,,,,,,,3.0,,,,,,,,,,3.0,,,166298.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126003,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",2,48.73,-0.02,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,166299.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126004,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",2,48.73,-0.02,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,2.0,,,166300.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126005,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,1455,FRANCE,ARGENTAN,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",2,48.73,-0.02,,,,,,,,,,,,23.0,,,,,,,,,,23.0,,,166301.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126006,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,6882,FRANCE,CAEN,BRIDGE,BRIDGES,,49.18,-0.37,,,,,,,,,,,,68.0,,,,,,,,,,68.0,,,102598.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
126007,6/6/1944,ETO,USA,9 AF,,B26,,,,,,,6882,FRANCE,CAEN,BRIDGE,BRIDGES,,49.18,-0.37,,,,,,,,,,,,68.0,,,,,,,,,,68.0,,,205616.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
126008,6/6/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,9390,FRANCE,CONDE SUR NOIREAU,RD JUNCTION,HIGHWAYS AND VEHICLES,1,48.85,-0.55,,8.0,8.0,8.0,,,,,,,,429.0,,,,,,,,,,429.0,,,295036.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
126009,6/6/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,9770,FRANCE,COUTANCES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,49.05,-1.45,,27.0,27.0,27.0,,,,,,,,523.0,,,,,,,,,,523.0,,,295037.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
126010,6/6/1944,ETO,USA,9 AF,,GB24,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4,48.9,-0.2,,3.0,3.0,3.0,,,,,,,,3.0,,,,,,,,6.0,,9.0,,,205691.0,,,,,,,GB24
126011,6/6/1944,ETO,USA,9 AF,,B24,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4,48.9,-0.2,,3.0,3.0,3.0,,,,,,,,3.0,,,,,,,,6.0,,9.0,,,102690.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
126012,6/6/1944,ETO,USA,9 AF,,B24,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4,48.9,-0.2,,3.0,3.0,3.0,,,,,,,,3.0,,,,,,,,6.0,,9.0,,,205854.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
126013,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.9,-0.2,,5.0,5.0,5.0,,,,,,,,8.0,,,,,,,,,,8.0,,,102685.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126014,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.9,-0.2,,,,,,,,,,,,22.0,,,,,,,,,,22.0,,,102686.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126015,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.9,-0.2,,,,,,,,,,,,53.0,,,,,,,,,,53.0,,,102688.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126016,6/6/1944,ETO,USA,9 AF,,GB17,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.9,-0.2,,5.0,5.0,5.0,,,,,,,,8.0,,,,,,,,,,8.0,,,205686.0,,,,,,,GB17
126017,6/6/1944,ETO,USA,9 AF,,GB17,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.9,-0.2,,,,,,,,,,,,22.0,,,,,,,,,,22.0,,,205687.0,,,,,,,GB17
126018,6/6/1944,ETO,USA,9 AF,,GB17,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.9,-0.2,,,,,,,,,,,,53.0,,,,,,,,,,53.0,,,205689.0,,,,,,,GB17
126019,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.9,-0.2,,5.0,5.0,5.0,,,,,,,,8.0,,,,,,,,,,8.0,,,205849.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126020,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.9,-0.2,,,,,,,,,,,,22.0,,,,,,,,,,22.0,,,205850.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126021,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,13420,FRANCE,FALAISE,BATTLE APEA,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.9,-0.2,,,,,,,,,,,,53.0,,,,,,,,,,53.0,,,205852.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126022,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,14059,FRANCE,FLEURY,TANKS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.83,-1.25,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,102695.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
126023,6/6/1944,ETO,USA,9 AF,,B17,,,,,,,14059,FRANCE,FLEURY,TANKS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,48.83,-1.25,,3.0,3.0,3.0,,,,,,,,3.0,,,,,,,,,,3.0,,,102696.0,7.0,B17,FORT,B-17 Flying Fortress,Heavy Bomber,http://boeing.com/history/products/b-17-flying-fortress.page,B-17 Flying Fortress
