Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,Target Country,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Time Over Target,Bomb Damage Assessment,Source ID
17,1943-08-15,ETO,,,,B17,,,,,,,1063,FRANCE,AMIENS,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.9,2.3,240.0,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,95429.0
18,1943-08-15,ETO,,,,B17,,,,,,,1063,FRANCE,AMIENS,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.9,2.3,240.0,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,197535.0
19,1943-08-15,ETO,,,,B17,,,,,,,1063,FRANCE,AMIENS,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.9,2.3,240.0,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,197555.0
20,1943-08-15,ETO,,,,B17,,,,,,,1063,FRANCE,AMIENS,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.9,2.3,234.0,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,95431.0
21,1943-08-15,ETO,,,,B17,,,,,,,1063,FRANCE,AMIENS,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.9,2.3,234.0,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,197537.0
22,1943-08-15,ETO,,,,B17,,,,,,,1063,FRANCE,AMIENS,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.9,2.3,234.0,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,197557.0
26,1943-08-15,ETO,,,,B17,,,,,,,1063,FRANCE,AMIENS,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.9,2.3,220.0,,,,,,,,,,,,,,,,,,,,,,,,95430.0
27,1943-08-15,ETO,,,,B17,,,,,,,1063,FRANCE,AMIENS,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.9,2.3,220.0,,,,,,,,,,,,,,,,,,,,,,,,197536.0
28,1943-08-15,ETO,,,,B17,,,,,,,1063,FRANCE,AMIENS,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.9,2.3,220.0,,,,,,,,,,,,,,,,,,,,,,,,197556.0
31,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,220.0,,,,,,,,,,,48.0,,,,,,,,,,48.0,,,95427.0
32,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,220.0,,,,,,,,,,,48.0,,,,,,,,,,48.0,,,197534.0
33,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,220.0,,,,,,,,,,,48.0,,,,,,,,,,48.0,,,197553.0
34,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,213.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,95432.0
35,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,213.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197538.0
36,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,213.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197554.0
37,1943-08-15,ETO,,,,B17,,,,,,,27637,FRANCE,MERVILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,2.63,210.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,95422.0
38,1943-08-15,ETO,,,,B17,,,,,,,27637,FRANCE,MERVILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,2.63,210.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,95424.0
39,1943-08-15,ETO,,,,B17,,,,,,,27637,FRANCE,MERVILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,2.63,210.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197529.0
40,1943-08-15,ETO,,,,B17,,,,,,,27637,FRANCE,MERVILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,2.63,210.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197531.0
41,1943-08-15,ETO,,,,B17,,,,,,,27637,FRANCE,MERVILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,2.63,210.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197548.0
42,1943-08-15,ETO,,,,B17,,,,,,,27637,FRANCE,MERVILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,2.63,210.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197550.0
43,1943-08-15,ETO,,,,B17,,,,,,,25077,FRANCE,LILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,3.07,209.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,95437.0
44,1943-08-15,ETO,,,,B17,,,,,,,25077,FRANCE,LILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,3.07,209.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197543.0
45,1943-08-15,ETO,,,,B17,,,,,,,25077,FRANCE,LILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,3.07,209.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197547.0
46,1943-08-15,ETO,,,,B17,,,,,,,27637,FRANCE,MERVILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,2.63,200.0,,,,,,,,,,,,,,,25.0,,,,,,25.0,,,95423.0
47,1943-08-15,ETO,,,,B17,,,,,,,27637,FRANCE,MERVILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,2.63,200.0,,,,,,,,,,,,,,,25.0,,,,,,25.0,,,197530.0
48,1943-08-15,ETO,,,,B17,,,,,,,27637,FRANCE,MERVILLE,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.63,2.63,200.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197549.0
49,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,200.0,,,,,,,,,,,19.0,,,,,,,,,,19.0,,,95426.0
50,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,200.0,,,,,,,,,,,19.0,,,,,,,,,,19.0,,,197533.0
51,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,200.0,,,,,,,,,,,19.0,,,,,,,,,,19.0,,,197552.0
59,1943-08-15,ETO,,,,B26,,,,,,,38,FRANCE,ABBEVILLE,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,50.1,1.83,120.0,,,,,,,,,,,29.0,,,,,,,,,,29.0,,,95413.0
60,1943-08-15,ETO,,,,B26,,,,,,,38,FRANCE,ABBEVILLE,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,50.1,1.83,120.0,,,,,,,,,,,29.0,,,,,,,,,,29.0,,,197519.0
61,1943-08-15,ETO,,,,B26,,,,,,,41381,FRANCE,ST OMER,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.75,2.25,100.0,,,,,,,,,,,33.0,,,,,,,,,,33.0,,,95421.0
62,1943-08-15,ETO,,,,B26,,,,,,,41381,FRANCE,ST OMER,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.75,2.25,100.0,,,,,,,,,,,33.0,,,,,,,,,,33.0,,,197544.0
63,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,95425.0
64,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,197532.0
65,1943-08-15,ETO,,,,B17,,,,,,,45581,FRANCE,VITRY EN ARTOIS,AIRDROME,AIR FIELDS AND AIRDROMES,1,50.33,2.98,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,197551.0
309,1943-08-16,ETO,USA,8 AF,,B26,,,,,,,3146,FRANCE,BEAUMDNT LE ROGER,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.07,0.78,100.0,,,,,,,,,,,31.0,,,,,,,,,,31.0,,,95447.0
310,1943-08-16,ETO,USA,8 AF,,B26,,,,,,,3146,FRANCE,BEAUMDNT LE ROGER,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.07,0.78,100.0,,,,,,,,,,,31.0,,,,,,,,,,31.0,,,197604.0
311,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,225.0,,,,,,,,,,,32.0,,,,,,,,,,32.0,,,95452.0
312,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,225.0,,,,,,,,,,,32.0,,,,,,,,,,32.0,,,197579.0
313,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,225.0,,,,,,,,,,,32.0,,,,,,,,,,32.0,,,197613.0
314,1943-08-16,ETO,,,,B17,,,,,,,99997,FRANCE,,,AIR FIELDS AND AIRDROMES,3,,,225.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,95460.0
315,1943-08-16,ETO,,,,B17,,,,,,,99997,FRANCE,,,AIR FIELDS AND AIRDROMES,3,,,225.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,197586.0
316,1943-08-16,ETO,,,,B17,,,,,,,99997,FRANCE,,,AIR FIELDS AND AIRDROMES,3,,,225.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,197623.0
317,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,215.0,,,,,,,,,,,42.0,,,,,,,,,,42.0,,,95454.0
318,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,215.0,,,,,,,,,,,42.0,,,,,,,,,,42.0,,,197581.0
319,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,215.0,,,,,,,,,,,42.0,,,,,,,,,,42.0,,,197615.0
320,1943-08-16,ETO,,,,B17,,,,,,,38,FRANCE,ABBEVILLE,,AIR FIELDS AND AIRDROMES,1,50.1,1.83,210.0,,,,,,,,,,,12.0,,,,,,,,,,12.0,,,95477.0
321,1943-08-16,ETO,,,,B17,,,,,,,38,FRANCE,ABBEVILLE,,AIR FIELDS AND AIRDROMES,1,50.1,1.83,210.0,,,,,,,,,,,12.0,,,,,,,,,,12.0,,,197601.0
322,1943-08-16,ETO,,,,B17,,,,,,,38,FRANCE,ABBEVILLE,,AIR FIELDS AND AIRDROMES,1,50.1,1.83,210.0,,,,,,,,,,,12.0,,,,,,,,,,12.0,,,197620.0
323,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,210.0,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,95455.0
324,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,210.0,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,197582.0
325,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,210.0,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,197616.0
326,1943-08-16,ETO,,,,B17,,,,,,,34252,FRANCE,POIX,A D,AIR FIELDS AND AIRDROMES,1,49.78,1.98,210.0,,,,,,,,,,,12.0,,,,,,,,,,12.0,,,95458.0
327,1943-08-16,ETO,,,,B17,,,,,,,34252,FRANCE,POIX,A D,AIR FIELDS AND AIRDROMES,1,49.78,1.98,210.0,,,,,,,,,,,12.0,,,,,,,,,,12.0,,,197585.0
328,1943-08-16,ETO,,,,B17,,,,,,,34252,FRANCE,POIX,A D,AIR FIELDS AND AIRDROMES,1,49.78,1.98,210.0,,,,,,,,,,,12.0,,,,,,,,,,12.0,,,197619.0
329,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,207.0,,,,,,,,,,,37.0,,,,,,,,,,37.0,,,95456.0
330,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,207.0,,,,,,,,,,,37.0,,,,,,,,,,37.0,,,197583.0
331,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,207.0,,,,,,,,,,,37.0,,,,,,,,,,37.0,,,197617.0
332,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,205.0,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,95453.0
333,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,205.0,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,197580.0
334,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,205.0,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,197614.0
335,1943-08-16,ETO,,,,B17,,,,,,,38,FRANCE,ABBEVILLE,,AIR FIELDS AND AIRDROMES,1,50.1,1.83,200.0,,,,,,,,,,,27.0,,,,,,,,,,27.0,,,95478.0
336,1943-08-16,ETO,,,,B17,,,,,,,38,FRANCE,ABBEVILLE,,AIR FIELDS AND AIRDROMES,1,50.1,1.83,200.0,,,,,,,,,,,27.0,,,,,,,,,,27.0,,,197602.0
337,1943-08-16,ETO,,,,B17,,,,,,,38,FRANCE,ABBEVILLE,,AIR FIELDS AND AIRDROMES,1,50.1,1.83,200.0,,,,,,,,,,,27.0,,,,,,,,,,27.0,,,197621.0
338,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,200.0,,,,,,,,,,,40.0,,,,,,,,,,40.0,,,95451.0
339,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,200.0,,,,,,,,,,,40.0,,,,,,,,,,40.0,,,197578.0
340,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,200.0,,,,,,,,,,,40.0,,,,,,,,,,40.0,,,197612.0
341,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,196.0,,,,,,,,,,,32.0,,,,,,,,,,32.0,,,95450.0
342,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,196.0,,,,,,,,,,,32.0,,,,,,,,,,32.0,,,197577.0
343,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,196.0,,,,,,,,,,,32.0,,,,,,,,,,32.0,,,197611.0
344,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,194.0,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,95457.0
345,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,194.0,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,197584.0
346,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,194.0,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,197618.0
347,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,192.0,,,,,,,,,,,35.0,,,,,,,,,,35.0,,,95449.0
348,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,192.0,,,,,,,,,,,35.0,,,,,,,,,,35.0,,,197576.0
349,1943-08-16,ETO,,,,B17,,,,,,,24003,FRANCE,LE BOURGET,AIRDROME,AIR FIELDS AND AIRDROMES,1,48.96,2.43,192.0,,,,,,,,,,,35.0,,,,,,,,,,35.0,,,197610.0
350,1943-08-16,ETO,,,,B17,,,,,,,38,FRANCE,ABBEVILLE,,AIR FIELDS AND AIRDROMES,1,50.1,1.83,190.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,95479.0
351,1943-08-16,ETO,,,,B17,,,,,,,38,FRANCE,ABBEVILLE,,AIR FIELDS AND AIRDROMES,1,50.1,1.83,190.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197603.0
352,1943-08-16,ETO,,,,B17,,,,,,,38,FRANCE,ABBEVILLE,,AIR FIELDS AND AIRDROMES,1,50.1,1.83,190.0,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,197622.0
353,1943-08-16,ETO,,,,B26,,,,,,,3742,FRANCE,BERNAY,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.1,0.6,110.0,,,,,,,,,,,30.0,,,,,,,,,,30.0,,,95448.0
354,1943-08-16,ETO,,,,B26,,,,,,,3742,FRANCE,BERNAY,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.1,0.6,110.0,,,,,,,,,,,30.0,,,,,,,,,,30.0,,,197605.0
654,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,240.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,95515.0
655,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,240.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,197658.0
656,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,240.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,197677.0
657,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,238.0,,,,,,,,,,,,,,,,,,,14.0,,14.0,,,95526.0
658,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,238.0,,,,,,,,,,,,,,,,,,,14.0,,14.0,,,197669.0
659,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,238.0,,,,,,,,,,,,,,,,,,,14.0,,14.0,,,197683.0
660,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,230.0,,,,,,,,,,,,,,,,,,,14.0,,14.0,,,95513.0
661,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,230.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,95516.0
662,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,230.0,,,,,,,,,,,,,,,,,,,14.0,,14.0,,,197656.0
663,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,230.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,197659.0
664,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,230.0,,,,,,,,,,,,,,,,,,,14.0,,14.0,,,197675.0
665,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,230.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,197678.0
666,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,228.0,,,,,,,,,,,,,,,,,,,18.0,,18.0,,,95514.0
667,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,228.0,,,,,,,,,,,,,,,,,,,18.0,,18.0,,,197657.0
668,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,228.0,,,,,,,,,,,,,,,,,,,18.0,,18.0,,,197676.0
669,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,223.0,,,,,,,,,,,,,,,,,,,15.0,,15.0,,,95517.0
670,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,223.0,,,,,,,,,,,,,,,,,,,15.0,,15.0,,,197660.0
671,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,223.0,,,,,,,,,,,,,,,,,,,15.0,,15.0,,,197679.0
672,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,220.0,,,,,,,,,,,,,,,,,,,17.0,,17.0,,,95511.0
673,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,220.0,,,,,,,,,,,,,,,,,,,17.0,,17.0,,,197654.0
674,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,220.0,,,,,,,,,,,,,,,,,,,17.0,,17.0,,,197673.0
679,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,13.0,,13.0,,,95521.0
680,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,13.0,,13.0,,,95522.0
681,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,13.0,,13.0,,,95523.0
682,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,95524.0
683,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,13.0,,13.0,,,197664.0
684,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,13.0,,13.0,,,197665.0
685,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,13.0,,13.0,,,197666.0
686,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,197667.0
687,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,13.0,,13.0,,,197685.0
688,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,13.0,,13.0,,,197686.0
689,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,215.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,197687.0
690,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,214.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,95518.0
691,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,214.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,197661.0
692,1943-08-17,ETO,,,,B17,,,,,,,26798,FRANCE,MARSEILLES,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.28,5.37,214.0,,,,,,,,,,,,,,,,,,,16.0,,16.0,,,197680.0
695,1943-08-17,ETO,,,,B17,,,,,,,37847,FRANCE,SALON,AIRDROME,AIR FIELDS AND AIRDROMES,1,43.63,5.1,211.0,,,,,,,,,,,,,,,,,,,10.0,,10.0,,,197684.0
