wwii_id,master_index_number,msndate,theater,naf,country_flying_mission,tgt_country_code,tgt_country,tgt_location,tgt_type,tgt_id,tgt_industry_code,tgt_industry,source_latitude,source_longitude,latitude,longitude,unit_id,mds,aircraft_name,msn_type,tgt_priority,tgt_priority_explanation,ac_attacking,altitude,altitude_feet,number_of_he,type_of_he,lbs_he,tons_of_he,number_of_ic,type_of_ic,lbs_ic,tons_of_ic,number_of_frag,type_of_frag,lbs_frag,tons_of_frag,total_lbs,total_tons,takeoff_base,takeoff_country,takeoff_latitude,takeoff_longitude,ac_lost,ac_damaged,ac_airborne,ac_dropping,time_over_target,sighting_method_code,sighting_explanation,bda,callsign,rounds_ammo,spares_return_ac,wx_fail_ac,mech_fail_ac,misc_fail_ac,target_comment,mission_comments,source,database_edit_comments,weapon_type,weapon_description
126033,102628.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,HOULGATE,GUN EMPLACEMENTS,20052.0,82.0,GUN EMPLACEMENTS,4918,4,49.3,-0.07,,B26,B26,,,,,,,,,,,,,,,,,,7.0,,7.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126034,205779.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,HOULGATE,GUN EMPLACEMENTS,20052.0,82.0,GUN EMPLACEMENTS,4918,4,49.3,-0.07,,B26,B26,,,,,,,,,,,,,,,,,,7.0,,7.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126035,205791.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,HOULGATE,GUN EMPLACEMENTS,20052.0,82.0,GUN EMPLACEMENTS,4918,4,49.3,-0.07,,B26,B26,,,,,,,,,,,,,,,,,,7.0,,7.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126036,166308.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,PONTDUBAULT,RAILROAD JUNCTION,34399.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4838,122,48.63,-1.37,,B24,B24,,4,TARGET OF LAST RESORT,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126037,102730.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,B24,B24,,1,PRIMARY TARGET,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126038,102732.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,B24,B24,,1,PRIMARY TARGET,3.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,3.0,3.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126039,205722.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,GB24,B24,,1,PRIMARY TARGET,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126040,205724.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,GB24,B24,,1,PRIMARY TARGET,3.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,3.0,3.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126041,205726.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,GB24,B24,,1,PRIMARY TARGET,2.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126042,205727.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,GB24,B24,,4,TARGET OF LAST RESORT,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126043,102734.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,B24,B24,,1,PRIMARY TARGET,2.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126044,102735.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,B24,B24,,4,TARGET OF LAST RESORT,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126045,205888.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,B24,B24,,1,PRIMARY TARGET,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126046,205890.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,B24,B24,,1,PRIMARY TARGET,3.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,3.0,3.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126047,295041.0,1944-06-06,ETO,RAF,GREAT BRITAIN,7.0,FRANCE,ST LO,CITY AREA,41252.0,2.0,CITIES TOWNS AND URBAN AREAS,4907,105,49.12,-1.08,,HVY,LANCASTER,,1,PRIMARY TARGET,10.0,,,,,,427.0,,,,,,,,,,427.0,,,,,,,10.0,10.0,,,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126048,205892.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,B24,B24,,1,PRIMARY TARGET,2.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126049,205893.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ST LO,TACTICAL TARGETS,41252.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4907,105,49.12,-1.08,,B24,B24,,4,TARGET OF LAST RESORT,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126052,102668.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,9.0,207.0,,,,,27.0,,,,,,,,,,27.0,,,,,,,9.0,9.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126053,205669.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB24,B24,,1,PRIMARY TARGET,9.0,207.0,,,,,27.0,,,,,,,,,,27.0,,,,,,,9.0,9.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126054,205832.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,9.0,207.0,,,,,27.0,,,,,,,,,,27.0,,,,,,,9.0,9.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126055,205673.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB24,B24,,1,PRIMARY TARGET,11.0,204.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126056,102672.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,11.0,204.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126057,205836.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,11.0,204.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126058,205675.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB24,B24,,1,PRIMARY TARGET,11.0,203.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126059,102674.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,11.0,203.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126060,205838.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,11.0,203.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126061,205672.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB24,B24,,1,PRIMARY TARGET,11.0,202.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126062,102671.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,11.0,202.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126063,205835.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,11.0,202.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126064,102691.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FLERS,RD BLOCKS,14052.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4845,34,48.75,-0.57,,B17,B17,,2,SECONDARY TARGET,11.0,200.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126065,205692.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FLERS,RD BLOCKS,14052.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4845,34,48.75,-0.57,,GB17,B17,,2,SECONDARY TARGET,11.0,200.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126066,205855.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FLERS,RD BLOCKS,14052.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4845,34,48.75,-0.57,,B17,B17,,2,SECONDARY TARGET,11.0,200.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,11.0,11.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126067,205674.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB24,B24,,1,PRIMARY TARGET,9.0,193.0,,,,,27.0,,,,,,,,,,27.0,,,,,,,9.0,9.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126068,102673.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,9.0,193.0,,,,,27.0,,,,,,,,,,27.0,,,,,,,9.0,9.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126069,205837.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,9.0,193.0,,,,,27.0,,,,,,,,,,27.0,,,,,,,9.0,9.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126070,102653.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,33.0,160.0,,,,,63.0,,,,,,,,,,63.0,,,,,,,33.0,33.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126071,102656.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,32.0,160.0,,,,,78.0,,,,,,,,,,78.0,,,,,,,32.0,32.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126072,102662.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,33.0,160.0,,,,,63.0,,,,,,,,,,63.0,,,,,,,33.0,33.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126073,102663.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,33.0,160.0,,,,,20.0,,,,,,,,,,20.0,,,,,,,33.0,33.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126074,102665.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,22.0,160.0,,,,,51.0,,,,,,,,,,51.0,,,,,,,22.0,22.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126075,102667.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,37.0,160.0,,,,,60.0,,,,,,,,,,60.0,,,,,,,37.0,37.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126076,205654.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,33.0,160.0,,,,,63.0,,,,,,,,,,63.0,,,,,,,33.0,33.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126077,205657.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,32.0,160.0,,,,,78.0,,,,,,,,,,78.0,,,,,,,32.0,32.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126078,205663.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,33.0,160.0,,,,,63.0,,,,,,,,,,63.0,,,,,,,33.0,33.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126079,205664.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,33.0,160.0,,,,,20.0,,,,,,,,,,20.0,,,,,,,33.0,33.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126080,205666.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,22.0,160.0,,,,,51.0,,,,,,,,,,51.0,,,,,,,22.0,22.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126081,205668.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,37.0,160.0,,,,,60.0,,,,,,,,,,60.0,,,,,,,37.0,37.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126082,205817.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,33.0,160.0,,,,,63.0,,,,,,,,,,63.0,,,,,,,33.0,33.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126083,205820.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,32.0,160.0,,,,,78.0,,,,,,,,,,78.0,,,,,,,32.0,32.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126084,205826.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,33.0,160.0,,,,,63.0,,,,,,,,,,63.0,,,,,,,33.0,33.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126085,205827.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,33.0,160.0,,,,,20.0,,,,,,,,,,20.0,,,,,,,33.0,33.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126086,205829.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,22.0,160.0,,,,,51.0,,,,,,,,,,51.0,,,,,,,22.0,22.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126087,205831.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,37.0,160.0,,,,,60.0,,,,,,,,,,60.0,,,,,,,37.0,37.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126088,102680.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,31.0,140.0,,,,,36.0,,,,,,,,,,36.0,,,,,,,31.0,31.0,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
