wwii_id,master_index_number,msndate,theater,naf,country_flying_mission,tgt_country_code,tgt_country,tgt_location,tgt_type,tgt_id,tgt_industry_code,tgt_industry,source_latitude,source_longitude,latitude,longitude,unit_id,mds,aircraft_name,msn_type,tgt_priority,tgt_priority_explanation,ac_attacking,altitude,altitude_feet,number_of_he,type_of_he,lbs_he,tons_of_he,number_of_ic,type_of_ic,lbs_ic,tons_of_ic,number_of_frag,type_of_frag,lbs_frag,tons_of_frag,total_lbs,total_tons,takeoff_base,takeoff_country,takeoff_latitude,takeoff_longitude,ac_lost,ac_damaged,ac_airborne,ac_dropping,time_over_target,sighting_method_code,sighting_explanation,bda,callsign,rounds_ammo,spares_return_ac,wx_fail_ac,mech_fail_ac,misc_fail_ac,target_comment,mission_comments,source,database_edit_comments,weapon_type,weapon_description
126700,166258.0,1944-06-06,ETO,,,7.0,FRANCE,ST PIERRE D ALBIGNY,UNIENTIFIED TARGET,41424.0,1.0,UNIDENTIFIED TARGETS,4534,608,45.57,6.13,,B26,B26,,,,,110.0,,,,,16.0,,,,,,,,,,16.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127001,102592.0,1944-06-06,ETO,,,7.0,FRANCE,BENERVILLE,UNIENTIFIED TARGET,3504.0,1.0,UNIDENTIFIED TARGETS,4920,2,49.33,2.0,,B26,B26,,,,,100.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127002,166246.0,1944-06-06,ETO,,,7.0,FRANCE,BENERVILLE,UNIENTIFIED TARGET,3504.0,1.0,UNIDENTIFIED TARGETS,4920,2,49.33,2.0,,B26,B26,,,,,100.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127003,102792.0,1944-06-06,ETO,,,7.0,FRANCE,ST PIERRE D ALBIGNY,UNIENTIFIED TARGET,41424.0,1.0,UNIDENTIFIED TARGETS,4534,608,45.57,6.13,,B26,B26,,,,,100.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127004,166257.0,1944-06-06,ETO,,,7.0,FRANCE,ST PIERRE D ALBIGNY,UNIENTIFIED TARGET,41424.0,1.0,UNIDENTIFIED TARGETS,4534,608,45.57,6.13,,B26,B26,,,,,100.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127005,102596.0,1944-06-06,ETO,,,7.0,FRANCE,AMIENS,,1063.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4954,218,49.9,2.3,,B26,B26,,,,,75.0,,,,,50.0,,,,,,,,,,50.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127006,205614.0,1944-06-06,ETO,,,7.0,FRANCE,AMIENS,,1063.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4954,218,49.9,2.3,,B26,B26,,,,,75.0,,,,,50.0,,,,,,,,,,50.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127007,102630.0,1944-06-06,ETO,,,7.0,FRANCE,MEOBECK,,27549.0,83.0,SUPPLY DUMPS AND WAREHOUSES,4644,124,46.73,1.4,,B26,B26,,,,,70.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127008,205793.0,1944-06-06,ETO,,,7.0,FRANCE,MEOBECK,,27549.0,83.0,SUPPLY DUMPS AND WAREHOUSES,4644,124,46.73,1.4,,B26,B26,,,,,70.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127009,102791.0,1944-06-06,ETO,,,7.0,FRANCE,ST MARTIN DE VARREV,UNIENTIFIED TARGET,41308.0,1.0,UNIDENTIFIED TARGETS,4925,114,49.42,1.23,,B26,B26,,,,,70.0,,,,,61.0,,,,,,,,,,61.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127010,166256.0,1944-06-06,ETO,,,7.0,FRANCE,ST MARTIN DE VARREV,UNIENTIFIED TARGET,41308.0,1.0,UNIDENTIFIED TARGETS,4925,114,49.42,1.23,,B26,B26,,,,,70.0,,,,,61.0,,,,,,,,,,61.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127011,102651.0,1944-06-06,ETO,,,7.0,FRANCE,TROUVILLE,,44042.0,82.0,GUN EMPLACEMENTS,4921,5,49.35,5.0,,B26,B26,,,,,60.0,,,,,52.0,,,,,,,,,,52.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127012,205800.0,1944-06-06,ETO,,,7.0,FRANCE,TROUVILLE,,44042.0,82.0,GUN EMPLACEMENTS,4921,5,49.35,5.0,,B26,B26,,,,,60.0,,,,,52.0,,,,,,,,,,52.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127013,102785.0,1944-06-06,ETO,,,7.0,FRANCE,LE MAGDELAINE,UNIENTIFIED TARGET,24126.0,1.0,UNIDENTIFIED TARGETS,4605,350,46.08,3.83,,B26,B26,,,,,55.0,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127014,166250.0,1944-06-06,ETO,,,7.0,FRANCE,LE MAGDELAINE,UNIENTIFIED TARGET,24126.0,1.0,UNIDENTIFIED TARGETS,4605,350,46.08,3.83,,B26,B26,,,,,55.0,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127015,102790.0,1944-06-06,ETO,,,7.0,FRANCE,ST MARTIN DE VARREV,UNIENTIFIED TARGET,41308.0,1.0,UNIDENTIFIED TARGETS,4925,114,49.42,1.23,,B26,B26,,,,,40.0,,,,,106.0,,,,,,,,,,106.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127016,166255.0,1944-06-06,ETO,,,7.0,FRANCE,ST MARTIN DE VARREV,UNIENTIFIED TARGET,41308.0,1.0,UNIDENTIFIED TARGETS,4925,114,49.42,1.23,,B26,B26,,,,,40.0,,,,,106.0,,,,,,,,,,106.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127017,295047.0,1944-06-06,ETO,RAF,GREAT BRITAIN,7.0,FRANCE,VIRE,,45521.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4851,54,48.85,0.9,,HVY,LANCASTER,,1,PRIMARY TARGET,5.0,38.0,,,,,462.0,,,,,,,,,,462.0,,,,,,,5.0,5.0,,,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127018,205787.0,1944-06-06,ETO,,,7.0,FRANCE,MEOBECK,,27549.0,83.0,SUPPLY DUMPS AND WAREHOUSES,4644,124,46.73,1.4,,B26,B26,,,,,7.0,,,,,33.0,,,,,,,,,,33.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127019,205786.0,1944-06-06,ETO,,,7.0,FRANCE,TROUVILLE,,44042.0,82.0,GUN EMPLACEMENTS,4921,5,49.35,5.0,,B26,B26,,,,,6.0,,,,,52.0,,,,,,,,,,52.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127021,102589.0,1944-06-06,ETO,,,7.0,FRANCE,ABANCOURT,UNIENTIFIED TARGET,24.0,1.0,UNIDENTIFIED TARGETS,4942,146,49.7,1.77,,A20,A20,,,,,,,,,,9.0,,,,,,,,,,9.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127022,166243.0,1944-06-06,ETO,,,7.0,FRANCE,ABANCOURT,UNIENTIFIED TARGET,24.0,1.0,UNIDENTIFIED TARGETS,4942,146,49.7,1.77,,A20,A20,,,,,,,,,,9.0,,,,,,,,,,9.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127023,295030.0,1944-06-06,ETO,RAF,GREAT BRITAIN,7.0,FRANCE,ACHERES,,91.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4822,234,48.37,2.57,,HVY,LANCASTER,,,,47.0,,,,,,211.0,,,,,,,,,,211.0,,,,,,,47.0,47.0,,,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127024,166288.0,1944-06-06,ETO,,,7.0,FRANCE,ALENCON,,500.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4826,6,48.43,6.0,,B17,B17,,3,TARGET OF OPPORTUNITY,8.0,,,,,,16.0,,,,,,,,,,16.0,,,,,,,8.0,8.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127025,102626.0,1944-06-06,ETO,,,7.0,FRANCE,BENERVILLE,,3504.0,82.0,GUN EMPLACEMENTS,4920,2,49.33,2.0,,B26,B26,,,,,,,,,,,,,,,,,,16.0,,16.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127026,102627.0,1944-06-06,ETO,,,7.0,FRANCE,BENERVILLE,,3504.0,82.0,GUN EMPLACEMENTS,4920,2,49.33,2.0,,B26,B26,,,,,,,,,,45.0,,,,,,,,,,45.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127027,205777.0,1944-06-06,ETO,,,7.0,FRANCE,BENERVILLE,,3504.0,82.0,GUN EMPLACEMENTS,4920,2,49.33,2.0,,B26,B26,,,,,,,,,,,,,,,,,,16.0,,16.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127028,205778.0,1944-06-06,ETO,,,7.0,FRANCE,BENERVILLE,,3504.0,82.0,GUN EMPLACEMENTS,4920,2,49.33,2.0,,B26,B26,,,,,,,,,,45.0,,,,,,,,,,45.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127029,205789.0,1944-06-06,ETO,,,7.0,FRANCE,BENERVILLE,,3504.0,82.0,GUN EMPLACEMENTS,4920,2,49.33,2.0,,B26,B26,,,,,,,,,,,,,,,,,,16.0,,16.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127030,205790.0,1944-06-06,ETO,,,7.0,FRANCE,BENERVILLE,,3504.0,82.0,GUN EMPLACEMENTS,4920,2,49.33,2.0,,B26,B26,,,,,,,,,,45.0,,,,,,,,,,45.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127031,102623.0,1944-06-06,ETO,,,7.0,FRANCE,CAEN,AIRDROME,6882.0,78.0,AIR FIELDS AND AIRDROMES,4911,22,49.18,-0.37,,B17,B17,,,,,,,,,,66.0,,,,,,,,,,66.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127032,205634.0,1944-06-06,ETO,,,7.0,FRANCE,CAEN,AIRDROME,6882.0,78.0,AIR FIELDS AND AIRDROMES,4911,22,49.18,-0.37,,B17,B17,,,,,,,,,,66.0,,,,,,,,,,66.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127033,205938.0,1944-06-06,ETO,,,7.0,FRANCE,CAEN,AIRDROME,6882.0,78.0,AIR FIELDS AND AIRDROMES,4911,22,49.18,-0.37,,B17,B17,,,,,,,,,,66.0,,,,,,,,,,66.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127034,102681.0,1944-06-06,ETO,,,7.0,FRANCE,COURSELLES,,9745.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5028,208,50.42,2.13,,B17,B17,,1,PRIMARY TARGET,4.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,4.0,4.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127035,102682.0,1944-06-06,ETO,,,7.0,FRANCE,COURSELLES,,9745.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5028,208,50.42,2.13,,B17,B17,,1,PRIMARY TARGET,17.0,,,,,,32.0,,,,,,,,,,32.0,,,,,,,17.0,17.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127036,205682.0,1944-06-06,ETO,,,7.0,FRANCE,COURSELLES,,9745.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5028,208,50.42,2.13,,GB17,B17,,1,PRIMARY TARGET,4.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,4.0,4.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127037,205683.0,1944-06-06,ETO,,,7.0,FRANCE,COURSELLES,,9745.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5028,208,50.42,2.13,,GB17,B17,,1,PRIMARY TARGET,17.0,,,,,,32.0,,,,,,,,,,32.0,,,,,,,17.0,17.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127038,205845.0,1944-06-06,ETO,,,7.0,FRANCE,COURSELLES,,9745.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5028,208,50.42,2.13,,B17,B17,,1,PRIMARY TARGET,4.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,4.0,4.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127039,205846.0,1944-06-06,ETO,,,7.0,FRANCE,COURSELLES,,9745.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5028,208,50.42,2.13,,B17,B17,,1,PRIMARY TARGET,17.0,,,,,,32.0,,,,,,,,,,32.0,,,,,,,17.0,17.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127040,102796.0,1944-06-06,ETO,,,7.0,FRANCE,COMTANCES,CITY AREA,9770.0,2.0,CITIES TOWNS AND URBAN AREAS,4903,127,49.05,1.45,,GB24,B24,,1,PRIMARY TARGET,2.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127041,102797.0,1944-06-06,ETO,,,7.0,FRANCE,COMTANCES,CITY AREA,9770.0,2.0,CITIES TOWNS AND URBAN AREAS,4903,127,49.05,1.45,,GB24,B24,,1,PRIMARY TARGET,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127042,102801.0,1944-06-06,ETO,,,7.0,FRANCE,COMTANCES,CITY AREA,9770.0,2.0,CITIES TOWNS AND URBAN AREAS,4903,127,49.05,1.45,,GB24,B24,,4,TARGET OF LAST RESORT,3.0,,,,,,9.0,,,,,,,,,,9.0,,,,,,,3.0,3.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127043,166261.0,1944-06-06,ETO,,,7.0,FRANCE,COMTANCES,CITY AREA,9770.0,2.0,CITIES TOWNS AND URBAN AREAS,4903,127,49.05,1.45,,GB24,B24,,1,PRIMARY TARGET,2.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127044,166262.0,1944-06-06,ETO,,,7.0,FRANCE,COMTANCES,CITY AREA,9770.0,2.0,CITIES TOWNS AND URBAN AREAS,4903,127,49.05,1.45,,GB24,B24,,1,PRIMARY TARGET,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127045,166266.0,1944-06-06,ETO,,,7.0,FRANCE,COMTANCES,CITY AREA,9770.0,2.0,CITIES TOWNS AND URBAN AREAS,4903,127,49.05,1.45,,GB24,B24,,4,TARGET OF LAST RESORT,3.0,,,,,,9.0,,,,,,,,,,9.0,,,,,,,3.0,3.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127046,166269.0,1944-06-06,ETO,,,7.0,FRANCE,COMTANCES,CITY AREA,9770.0,2.0,CITIES TOWNS AND URBAN AREAS,4903,127,49.05,1.45,,B24,B24,,1,PRIMARY TARGET,2.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127047,166270.0,1944-06-06,ETO,,,7.0,FRANCE,COMTANCES,CITY AREA,9770.0,2.0,CITIES TOWNS AND URBAN AREAS,4903,127,49.05,1.45,,B24,B24,,1,PRIMARY TARGET,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127048,166274.0,1944-06-06,ETO,,,7.0,FRANCE,COMTANCES,CITY AREA,9770.0,2.0,CITIES TOWNS AND URBAN AREAS,4903,127,49.05,1.45,,B24,B24,,4,TARGET OF LAST RESORT,3.0,,,,,,9.0,,,,,,,,,,9.0,,,,,,,3.0,3.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127049,102786.0,1944-06-06,ETO,,,7.0,FRANCE,LES DUNES DE VARREV,UNIENTIFIED TARGET,24598.0,1.0,UNIDENTIFIED TARGETS,4926,112,49.43,1.2,,B26,B26,,,,,,,,,,28.0,,,,,,,,,,28.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127050,166251.0,1944-06-06,ETO,,,7.0,FRANCE,LES DUNES DE VARREV,UNIENTIFIED TARGET,24598.0,1.0,UNIDENTIFIED TARGETS,4926,112,49.43,1.2,,B26,B26,,,,,,,,,,28.0,,,,,,,,,,28.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127051,295038.0,1944-06-06,ETO,RAF,GREAT BRITAIN,7.0,FRANCE,LISIEUX,,25259.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4908,14,49.13,0.23,,HVY,LANCASTER,,,,99.0,,,,,,441.0,,,,,,,,,,441.0,,,,,,,99.0,99.0,,,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127052,205762.0,1944-06-06,ETO,,,7.0,FRANCE,LONGUES,,25458.0,82.0,GUN EMPLACEMENTS,4920,42,49.33,0.7,,GB24,B24,,1,PRIMARY TARGET,2.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127053,102702.0,1944-06-06,ETO,,,7.0,FRANCE,LONGUES,,25458.0,82.0,GUN EMPLACEMENTS,4920,42,49.33,0.7,,B24,B24,,1,PRIMARY TARGET,2.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127054,205866.0,1944-06-06,ETO,,,7.0,FRANCE,LONGUES,,25458.0,82.0,GUN EMPLACEMENTS,4920,42,49.33,0.7,,B24,B24,,1,PRIMARY TARGET,2.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127055,102631.0,1944-06-06,ETO,,,7.0,FRANCE,MEOBECK,,27549.0,83.0,SUPPLY DUMPS AND WAREHOUSES,4644,124,46.73,1.4,,B26,B26,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127056,205788.0,1944-06-06,ETO,,,7.0,FRANCE,MEOBECK,,27549.0,83.0,SUPPLY DUMPS AND WAREHOUSES,4644,124,46.73,1.4,,B26,B26,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127057,205794.0,1944-06-06,ETO,,,7.0,FRANCE,MEOBECK,,27549.0,83.0,SUPPLY DUMPS AND WAREHOUSES,4644,124,46.73,1.4,,B26,B26,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127058,102703.0,1944-06-06,ETO,,,7.0,FRANCE,MERVILLE,,27637.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5038,238,50.63,2.63,,B17,B17,,1,PRIMARY TARGET,,,,,,,102.0,,,,,,,,,,102.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127059,102705.0,1944-06-06,ETO,,,7.0,FRANCE,MERVILLE,,27637.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5038,238,50.63,2.63,,B17,B17,,1,PRIMARY TARGET,,,,,,,99.0,,,,,,,,,,99.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127060,205701.0,1944-06-06,ETO,,,7.0,FRANCE,MERVILLE,,27637.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5038,238,50.63,2.63,,GB17,B17,,1,PRIMARY TARGET,,,,,,,102.0,,,,,,,,,,102.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127061,205703.0,1944-06-06,ETO,,,7.0,FRANCE,MERVILLE,,27637.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5038,238,50.63,2.63,,GB17,B17,,1,PRIMARY TARGET,,,,,,,99.0,,,,,,,,,,99.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127062,205867.0,1944-06-06,ETO,,,7.0,FRANCE,MERVILLE,,27637.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5038,238,50.63,2.63,,B17,B17,,1,PRIMARY TARGET,,,,,,,102.0,,,,,,,,,,102.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127063,205869.0,1944-06-06,ETO,,,7.0,FRANCE,MERVILLE,,27637.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),5038,238,50.63,2.63,,B17,B17,,1,PRIMARY TARGET,,,,,,,99.0,,,,,,,,,,99.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
127064,102707.0,1944-06-06,ETO,,,7.0,FRANCE,PONT L EVEQUE,,34374.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4917,12,49.28,0.2,,B17,B17,,1,PRIMARY TARGET,,,,,,,56.0,,,,,,,,,,56.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
