Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,Target Country,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Time Over Target,Bomb Damage Assessment,Source ID
120056,1944-06-02,ETO,,,,B17,,,,,,,12759,FRANCE,EQUIHEN,,V - WEAPON LAUNCHING SITES,1,50.67,1.57,210.0,17.0,17.0,17.0,,,,,,,,43.0,,,,,,,,,,43.0,,,102297.0
120057,1944-06-02,ETO,,,,GB17,,,,,,,12759,FRANCE,EQUIHEN,,V - WEAPON LAUNCHING SITES,1,50.67,1.57,210.0,17.0,17.0,17.0,,,,,,,,43.0,,,,,,,,,,43.0,,,205088.0
120058,1944-06-02,ETO,,,,B17,,,,,,,12759,FRANCE,EQUIHEN,,V - WEAPON LAUNCHING SITES,1,50.67,1.57,210.0,17.0,17.0,17.0,,,,,,,,43.0,,,,,,,,,,43.0,,,205156.0
120059,1944-06-02,ETO,,,,B17,,,,,,,30406,FRANCE,NEUFCHATEL,,V - WEAPON LAUNCHING SITES,1,50.62,1.65,210.0,22.0,22.0,22.0,,,,,,,,66.0,,,,,,,,,,66.0,,,102303.0
120060,1944-06-02,ETO,,,,GB17,,,,,,,30406,FRANCE,NEUFCHATEL,,V - WEAPON LAUNCHING SITES,1,50.62,1.65,210.0,22.0,22.0,22.0,,,,,,,,66.0,,,,,,,,,,66.0,,,205090.0
120061,1944-06-02,ETO,,,,B17,,,,,,,30406,FRANCE,NEUFCHATEL,,V - WEAPON LAUNCHING SITES,1,50.62,1.65,210.0,22.0,22.0,22.0,,,,,,,,66.0,,,,,,,,,,66.0,,,205162.0
120062,1944-06-02,ETO,,,,B17,,,,,,,47378,FRANCE,WIMEREUX,,V - WEAPON LAUNCHING SITES,1,50.77,1.62,210.0,11.0,11.0,11.0,,,,,,,,33.0,,,,,,,,,,33.0,,,102320.0
120063,1944-06-02,ETO,,,,GB17,,,,,,,47378,FRANCE,WIMEREUX,,V - WEAPON LAUNCHING SITES,1,50.77,1.62,210.0,11.0,11.0,11.0,,,,,,,,33.0,,,,,,,,,,33.0,,,205102.0
120064,1944-06-02,ETO,,,,B17,,,,,,,47378,FRANCE,WIMEREUX,,V - WEAPON LAUNCHING SITES,1,50.77,1.62,210.0,11.0,11.0,11.0,,,,,,,,33.0,,,,,,,,,,33.0,,,205177.0
120065,1944-06-02,ETO,,,,B17,,,,,,,91,FRANCE,ACHERES,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.37,2.57,209.0,14.0,14.0,14.0,,,,,,,,42.0,,,,,,,,,,42.0,,,166139.0
120066,1944-06-02,ETO,,,,B17,,,,,,,5420,FRANCE,BOULOGNE SUR GESSE,,GUN EMPLACEMENTS,1,43.28,0.63,208.0,30.0,30.0,30.0,,,,,,,,89.0,,,,,,,,,,89.0,,,102285.0
120067,1944-06-02,ETO,,,,GB17,,,,,,,5420,FRANCE,BOULOGNE SUR GESSE,,GUN EMPLACEMENTS,1,43.28,0.63,208.0,30.0,30.0,30.0,,,,,,,,89.0,,,,,,,,,,89.0,,,205057.0
120068,1944-06-02,ETO,,,,B17,,,,,,,5420,FRANCE,BOULOGNE SUR GESSE,,GUN EMPLACEMENTS,1,43.28,0.63,208.0,30.0,30.0,30.0,,,,,,,,89.0,,,,,,,,,,89.0,,,205144.0
120069,1944-06-02,ETO,,,,B17,,,,,,,91,FRANCE,ACHERES,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.37,2.57,207.0,13.0,13.0,13.0,,,,,,,,39.0,,,,,,,,,,39.0,,,166137.0
120070,1944-06-02,ETO,,,,B17,,,,,,,17864,FRANCE,HARDELOT,,GUN EMPLACEMENTS,1,50.63,1.58,206.0,18.0,18.0,18.0,,,,,,,,54.0,,,,,,,,,,54.0,,,102300.0
120071,1944-06-02,ETO,,,,GB17,,,,,,,17864,FRANCE,HARDELOT,,GUN EMPLACEMENTS,1,50.63,1.58,206.0,18.0,18.0,18.0,,,,,,,,54.0,,,,,,,,,,54.0,,,205061.0
120072,1944-06-02,ETO,,,,B17,,,,,,,17864,FRANCE,HARDELOT,,GUN EMPLACEMENTS,1,50.63,1.58,206.0,18.0,18.0,18.0,,,,,,,,54.0,,,,,,,,,,54.0,,,205159.0
120073,1944-06-02,ETO,,,,B17,,,,,,,30406,FRANCE,NEUFCHATEL,,V - WEAPON LAUNCHING SITES,1,50.62,1.65,206.0,18.0,18.0,18.0,,,,,,,,54.0,,,,,,,,,,54.0,,,102304.0
120074,1944-06-02,ETO,,,,GB17,,,,,,,30406,FRANCE,NEUFCHATEL,,V - WEAPON LAUNCHING SITES,1,50.62,1.65,206.0,18.0,18.0,18.0,,,,,,,,54.0,,,,,,,,,,54.0,,,205091.0
120075,1944-06-02,ETO,,,,B17,,,,,,,30406,FRANCE,NEUFCHATEL,,V - WEAPON LAUNCHING SITES,1,50.62,1.65,206.0,18.0,18.0,18.0,,,,,,,,54.0,,,,,,,,,,54.0,,,205163.0
120076,1944-06-02,ETO,,,,B24,,,,,,,42066,FRANCE,STELLA PLAGE,,V - WEAPON LAUNCHING SITES,1,50.5,2.33,206.0,21.0,21.0,21.0,,,,,,,,84.0,,,,,,,,,,84.0,,,102313.0
120077,1944-06-02,ETO,,,,GB24,,,,,,,42066,FRANCE,STELLA PLAGE,,V - WEAPON LAUNCHING SITES,1,50.5,2.33,206.0,21.0,21.0,21.0,,,,,,,,84.0,,,,,,,,,,84.0,,,205095.0
120078,1944-06-02,ETO,,,,B24,,,,,,,42066,FRANCE,STELLA PLAGE,,V - WEAPON LAUNCHING SITES,1,50.5,2.33,206.0,21.0,21.0,21.0,,,,,,,,84.0,,,,,,,,,,84.0,,,205170.0
120079,1944-06-02,ETO,,,,B17,,,,,,,12759,FRANCE,EQUIHEN,,V - WEAPON LAUNCHING SITES,1,50.67,1.57,205.0,16.0,16.0,16.0,,,,,,,,46.0,,,,,,,,,,46.0,,,102295.0
120080,1944-06-02,ETO,,,,GB17,,,,,,,12759,FRANCE,EQUIHEN,,V - WEAPON LAUNCHING SITES,1,50.67,1.57,205.0,16.0,16.0,16.0,,,,,,,,46.0,,,,,,,,,,46.0,,,205086.0
120081,1944-06-02,ETO,,,,B17,,,,,,,12759,FRANCE,EQUIHEN,,V - WEAPON LAUNCHING SITES,1,50.67,1.57,205.0,16.0,16.0,16.0,,,,,,,,46.0,,,,,,,,,,46.0,,,205154.0
120082,1944-06-02,ETO,,,,GB24,,,,,,,42066,FRANCE,STELLA PLAGE,,V - WEAPON LAUNCHING SITES,1,50.5,2.33,205.0,21.0,21.0,21.0,,,,,,,,84.0,,,,,,,,,,84.0,,,205097.0
120083,1944-06-02,ETO,,,,B24,,,,,,,42066,FRANCE,STELLA PLAGE,,V - WEAPON LAUNCHING SITES,1,50.5,2.33,205.0,21.0,21.0,21.0,,,,,,,,84.0,,,,,,,,,,84.0,,,102315.0
120084,1944-06-02,ETO,,,,B24,,,,,,,42066,FRANCE,STELLA PLAGE,,V - WEAPON LAUNCHING SITES,1,50.5,2.33,205.0,21.0,21.0,21.0,,,,,,,,84.0,,,,,,,,,,84.0,,,205172.0
120085,1944-06-02,ETO,,,,B17,,,,,,,6882,FRANCE,CAEN,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.18,-0.37,204.0,12.0,12.0,12.0,,,,,,,,35.0,,,,,,,,,,35.0,,,102306.0
120086,1944-06-02,ETO,,,,B17,,,,,,,6882,FRANCE,CAEN,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.18,-0.37,204.0,12.0,12.0,12.0,,,,,,,,35.0,,,,,,,,,,35.0,,,205046.0
120087,1944-06-02,ETO,,,,B17,,,,,,,6882,FRANCE,CAEN,AIRDROME,AIR FIELDS AND AIRDROMES,1,49.18,-0.37,204.0,12.0,12.0,12.0,,,,,,,,35.0,,,,,,,,,,35.0,,,205185.0
120088,1944-06-02,ETO,,,,B17,,,,,,,9378,FRANCE,CONCHES,AIRDROME,AIR FIELDS AND AIRDROMES,2,48.97,0.95,201.0,14.0,14.0,14.0,,,,,,,,42.0,,,,,,,,,,42.0,,,102251.0
120089,1944-06-02,ETO,,,,B17,,,,,,,9378,FRANCE,CONCHES,AIRDROME,AIR FIELDS AND AIRDROMES,2,48.97,0.95,201.0,14.0,14.0,14.0,,,,,,,,42.0,,,,,,,,,,42.0,,,205040.0
120090,1944-06-02,ETO,,,,B17,,,,,,,9378,FRANCE,CONCHES,AIRDROME,AIR FIELDS AND AIRDROMES,2,48.97,0.95,201.0,14.0,14.0,14.0,,,,,,,,42.0,,,,,,,,,,42.0,,,205186.0
120091,1944-06-02,ETO,,,,GB24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,200.0,22.0,22.0,22.0,,,,,,,,66.0,,,,,,,,,,66.0,,,205074.0
120092,1944-06-02,ETO,,,,B24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,200.0,22.0,22.0,22.0,,,,,,,,66.0,,,,,,,,,,66.0,,,102271.0
120093,1944-06-02,ETO,,,,B24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,200.0,22.0,22.0,22.0,,,,,,,,66.0,,,,,,,,,,66.0,,,205131.0
120094,1944-06-02,ETO,,,,B24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,195.0,22.0,22.0,22.0,,,,,,,,66.0,,,,,,,,,,66.0,,,102263.0
120095,1944-06-02,ETO,,,,GB24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,195.0,22.0,22.0,22.0,,,,,,,,66.0,,,,,,,,,,66.0,,,205066.0
120096,1944-06-02,ETO,,,,GB24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,195.0,22.0,22.0,22.0,,,,,,,,65.0,,,,,,,,,,65.0,,,205070.0
120097,1944-06-02,ETO,,,,B24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,195.0,22.0,22.0,22.0,,,,,,,,65.0,,,,,,,,,,65.0,,,102267.0
120098,1944-06-02,ETO,,,,B24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,195.0,22.0,22.0,22.0,,,,,,,,66.0,,,,,,,,,,66.0,,,205123.0
120099,1944-06-02,ETO,,,,B24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,195.0,22.0,22.0,22.0,,,,,,,,65.0,,,,,,,,,,65.0,,,205127.0
120100,1944-06-02,ETO,,,,B17,,,,,,,5420,FRANCE,BOULOGNE SUR GESSE,,GUN EMPLACEMENTS,1,43.28,0.63,195.0,18.0,18.0,18.0,,,,,,,,54.0,,,,,,,,,,54.0,,,102277.0
120401,1944-06-02,ETO,,,,GB17,,,,,,,5420,FRANCE,BOULOGNE SUR GESSE,,GUN EMPLACEMENTS,1,43.28,0.63,195.0,18.0,18.0,18.0,,,,,,,,54.0,,,,,,,,,,54.0,,,205049.0
120402,1944-06-02,ETO,,,,B17,,,,,,,5420,FRANCE,BOULOGNE SUR GESSE,,GUN EMPLACEMENTS,1,43.28,0.63,195.0,18.0,18.0,18.0,,,,,,,,54.0,,,,,,,,,,54.0,,,205136.0
120403,1944-06-02,ETO,,,,B17,,,,,,,40885,FRANCE,ST CECILE,,GUN EMPLACEMENTS,1,50.58,1.58,195.0,27.0,27.0,27.0,,,,,,,,77.0,,,,,,,,,,77.0,,,102311.0
120404,1944-06-02,ETO,,,,GB17,,,,,,,40885,FRANCE,ST CECILE,,GUN EMPLACEMENTS,1,50.58,1.58,195.0,27.0,27.0,27.0,,,,,,,,77.0,,,,,,,,,,77.0,,,205065.0
120405,1944-06-02,ETO,,,,B17,,,,,,,40885,FRANCE,ST CECILE,,GUN EMPLACEMENTS,1,50.58,1.58,195.0,27.0,27.0,27.0,,,,,,,,77.0,,,,,,,,,,77.0,,,205168.0
120406,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,47378,FRANCE,WIMEREUX,,GUN EMPLACEMENTS,,50.77,1.62,195.0,,,,,,,,,,,14.0,,,,,,,,,,14.0,,,294983.0
120407,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,47378,FRANCE,WIMEREUX,,GUN EMPLACEMENTS,,50.77,1.62,195.0,14.0,14.0,14.0,,,,,,,,76.0,,,,,,,,,,76.0,,,294984.0
120408,1944-06-02,ETO,,,,B17,,,,,,,10259,FRANCE,DANNES,,V - WEAPON LAUNCHING SITES,1,50.58,1.62,193.0,19.0,19.0,19.0,,,,,,,,57.0,,,,,,,,,,57.0,,,102288.0
120409,1944-06-02,ETO,,,,GB17,,,,,,,10259,FRANCE,DANNES,,V - WEAPON LAUNCHING SITES,1,50.58,1.62,193.0,19.0,19.0,19.0,,,,,,,,57.0,,,,,,,,,,57.0,,,205079.0
120410,1944-06-02,ETO,,,,B17,,,,,,,10259,FRANCE,DANNES,,V - WEAPON LAUNCHING SITES,1,50.58,1.62,193.0,19.0,19.0,19.0,,,,,,,,57.0,,,,,,,,,,57.0,,,205147.0
120411,1944-06-02,ETO,,,,B17,,,,,,,17864,FRANCE,HARDELOT,,GUN EMPLACEMENTS,1,50.63,1.58,193.0,17.0,17.0,17.0,,,,,,,,43.0,,,,,,,,,,43.0,,,102301.0
120412,1944-06-02,ETO,,,,GB17,,,,,,,17864,FRANCE,HARDELOT,,GUN EMPLACEMENTS,1,50.63,1.58,193.0,17.0,17.0,17.0,,,,,,,,43.0,,,,,,,,,,43.0,,,205062.0
120413,1944-06-02,ETO,,,,B17,,,,,,,17864,FRANCE,HARDELOT,,GUN EMPLACEMENTS,1,50.63,1.58,193.0,17.0,17.0,17.0,,,,,,,,43.0,,,,,,,,,,43.0,,,205160.0
120414,1944-06-02,ETO,,,,B17,,,,,,,21066,FRANCE,JUVISY SUR ORGE,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.68,2.38,191.0,12.0,12.0,12.0,,,,,,,,36.0,,,,,,,,,,36.0,,,166140.0
120415,1944-06-02,ETO,,,,GB24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,190.0,21.0,21.0,21.0,,,,,,,,63.0,,,,,,,,,,63.0,,,205071.0
120416,1944-06-02,ETO,,,,B24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,190.0,21.0,21.0,21.0,,,,,,,,63.0,,,,,,,,,,63.0,,,102268.0
120417,1944-06-02,ETO,,,,B24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,190.0,21.0,21.0,21.0,,,,,,,,63.0,,,,,,,,,,63.0,,,205128.0
120418,1944-06-02,ETO,,,,B17,,,,,,,21066,FRANCE,JUVISY SUR ORGE,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.68,2.38,190.0,24.0,24.0,24.0,,,,,,,,72.0,,,,,,,,,,72.0,,,166141.0
120419,1944-06-02,ETO,,,,B17,,,,,,,27056,FRANCE,MASSAY,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,1,47.15,2.0,189.0,13.0,13.0,13.0,,,,,,,,39.0,,,,,,,,,,39.0,,,166117.0
120420,1944-06-02,ETO,,,,GB17,,,,,,,27056,FRANCE,MASSAY,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,1,47.15,2.0,189.0,13.0,13.0,13.0,,,,,,,,39.0,,,,,,,,,,39.0,,,166130.0
120421,1944-06-02,ETO,,,,GB24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,180.0,4.0,4.0,4.0,,,,,,,,95.0,,,,,,,,,,95.0,,,205072.0
120422,1944-06-02,ETO,,,,B24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,180.0,24.0,24.0,24.0,,,,,,,,95.0,,,,,,,,,,95.0,,,102269.0
120423,1944-06-02,ETO,,,,B24,,,,,,,3577,FRANCE,BERCK SUR MER,,V - WEAPON LAUNCHING SITES,1,50.4,1.57,180.0,24.0,24.0,24.0,,,,,,,,95.0,,,,,,,,,,95.0,,,205129.0
120424,1944-06-02,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,25266,FRANCE,LISON,RAILWAY JUNCTION,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",,49.23,-1.03,180.0,3.0,3.0,3.0,,,,,,,,6.0,,,,,,,,,,6.0,,,294977.0
120425,1944-06-02,ETO,,,,B17,,,,,,,27056,FRANCE,MASSAY,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,1,47.15,2.0,180.0,15.0,15.0,15.0,,,,,,,,44.0,,,,,,,,,,44.0,,,166116.0
120426,1944-06-02,ETO,,,,GB17,,,,,,,27056,FRANCE,MASSAY,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,1,47.15,2.0,180.0,15.0,15.0,15.0,,,,,,,,44.0,,,,,,,,,,44.0,,,166129.0
120427,1944-06-02,ETO,,,,GB24,,,,,,,40861,FRANCE,ST AUBIN,,V - WEAPON LAUNCHING SITES,1,49.87,1.2,180.0,23.0,23.0,23.0,,,,,,,,90.0,,,,,,,,,,90.0,,,205093.0
120428,1944-06-02,ETO,,,,B24,,,,,,,40861,FRANCE,ST AUBIN,,V - WEAPON LAUNCHING SITES,1,49.87,1.2,180.0,23.0,23.0,23.0,,,,,,,,90.0,,,,,,,,,,90.0,,,102308.0
120429,1944-06-02,ETO,,,,B24,,,,,,,40861,FRANCE,ST AUBIN,,V - WEAPON LAUNCHING SITES,1,49.87,1.2,180.0,23.0,23.0,23.0,,,,,,,,90.0,,,,,,,,,,90.0,,,205165.0
120430,1944-06-02,ETO,,,,B24,,,,,,,9840,FRANCE,CREIL,AIRDROME,AIR FIELDS AND AIRDROMES,4,49.25,2.47,170.0,28.0,28.0,28.0,,,,,,,,84.0,,,,,,,,,,84.0,,,102256.0
120431,1944-06-02,ETO,,,,B24,,,,,,,9840,FRANCE,CREIL,AIRDROME,AIR FIELDS AND AIRDROMES,4,49.25,2.47,170.0,28.0,28.0,28.0,,,,,,,,84.0,,,,,,,,,,84.0,,,205045.0
120432,1944-06-02,ETO,,,,B24,,,,,,,9840,FRANCE,CREIL,AIRDROME,AIR FIELDS AND AIRDROMES,4,49.25,2.47,170.0,28.0,28.0,28.0,,,,,,,,84.0,,,,,,,,,,84.0,,,205191.0
120433,1944-06-02,ETO,,,,A20,,,,,,,16427,FRANCE,GORENFLOS,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,50.1,2.05,125.0,,,,,,,,,,,19.0,,,,,,,,,,19.0,,,102233.0
120434,1944-06-02,ETO,,,,A20,,,,,,,16427,FRANCE,GORENFLOS,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,50.1,2.05,125.0,,,,,,,,,,,19.0,,,,,,,,,,19.0,,,166121.0
120435,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,18010,FRANCE,HARKINGKELLES,GUN POSITIONS,GUN EMPLACEMENTS,,,,125.0,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,294972.0
120436,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,18010,FRANCE,HARKINGKELLES,GUN POSITIONS,GUN EMPLACEMENTS,,,,125.0,47.0,47.0,47.0,,,,,,,,179.0,,,,,,,,,,179.0,,,294973.0
120437,1944-06-02,ETO,,,,B26,,,,,,,7182,FRANCE,CAMIERS,,GUN EMPLACEMENTS,,50.57,1.62,120.0,,,,,,,,,,,64.0,,,,,,,,,,64.0,,,102257.0
120438,1944-06-02,ETO,,,,B26,,,,,,,7182,FRANCE,CAMIERS,,GUN EMPLACEMENTS,,50.57,1.62,120.0,,,,,,,,,,,64.0,,,,,,,,,,64.0,,,205115.0
120439,1944-06-02,ETO,,,,A20,,,,,,,7210,FRANCE,CAMPAGNE LES HESDIN,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,50.4,1.88,120.0,,,,,,,,,,,39.0,,,,,,,,,,39.0,,,102231.0
120440,1944-06-02,ETO,,,,A20,,,,,,,7210,FRANCE,CAMPAGNE LES HESDIN,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,50.4,1.88,120.0,,,,,,,,,,,39.0,,,,,,,,,,39.0,,,166119.0
120441,1944-06-02,ETO,,,,A20,,,,,,,16427,FRANCE,GORENFLOS,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,50.1,2.05,120.0,,,,,,,,,,,18.0,,,,,,,,,,18.0,,,102232.0
120442,1944-06-02,ETO,,,,A20,,,,,,,16427,FRANCE,GORENFLOS,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,50.1,2.05,120.0,,,,,,,,,,,18.0,,,,,,,,,,18.0,,,166120.0
120443,1944-06-02,ETO,,,,B26,,,,,,,18794,FRANCE,HERMANVILLE,,GUN EMPLACEMENTS,,49.82,0.98,120.0,,,,,,,,,,,69.0,,,,,,,,,,69.0,,,102261.0
120444,1944-06-02,ETO,,,,B26,,,,,,,18794,FRANCE,HERMANVILLE,,GUN EMPLACEMENTS,,49.82,0.98,120.0,,,,,,,,,,,69.0,,,,,,,,,,69.0,,,205119.0
120445,1944-06-02,ETO,,,,A20,,,,,,,16427,FRANCE,GORENFLOS,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,50.1,2.05,115.0,,,,,,,,,,,37.0,,,,,,,,,,37.0,,,102234.0
120446,1944-06-02,ETO,,,,A20,,,,,,,16427,FRANCE,GORENFLOS,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,50.1,2.05,115.0,,,,,,,,,,,37.0,,,,,,,,,,37.0,,,166122.0
120447,1944-06-02,ETO,,,,B26,,,,,,,25458,FRANCE,LONGUES,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.33,0.7,115.0,,,,,,,,,,,71.0,,,,,,,,,,71.0,,,102327.0
120448,1944-06-02,ETO,,,,B26,,,,,,,25458,FRANCE,LONGUES,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.33,0.7,115.0,,,,,,,,,,,71.0,,,,,,,,,,71.0,,,166123.0
120449,1944-06-02,ETO,,,,B26,,,,,,,41073,FRANCE,ST ETIENNE,,GUN EMPLACEMENTS,,45.43,4.4,115.0,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,102272.0
120450,1944-06-02,ETO,,,,B26,,,,,,,41073,FRANCE,ST ETIENNE,,GUN EMPLACEMENTS,,45.43,4.4,115.0,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,205112.0
120451,1944-06-02,ETO,,,,B26,,,,,,,41073,FRANCE,ST ETIENNE,,GUN EMPLACEMENTS,,45.43,4.4,115.0,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,205121.0
120452,1944-06-02,ETO,,,,B26,,,,,,,12756,FRANCE,EPREVILLE,,GUN EMPLACEMENTS,,49.43,1.28,110.0,,,,,,,,,,,48.0,,,,,,,,,,48.0,,,102259.0
120453,1944-06-02,ETO,,,,B26,,,,,,,12756,FRANCE,EPREVILLE,,GUN EMPLACEMENTS,,49.43,1.28,110.0,,,,,,,,,,,48.0,,,,,,,,,,48.0,,,205117.0
120454,1944-06-02,ETO,,,,B26,,,,,,,35296,FRANCE,QUEND,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,50.3,1.88,110.0,,,,,,,,,,,56.0,,,,,,,,,,56.0,,,102328.0
120455,1944-06-02,ETO,,,,B26,,,,,,,35296,FRANCE,QUEND,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,50.3,1.88,110.0,,,,,,,,,,,56.0,,,,,,,,,,56.0,,,166124.0
120456,1944-06-02,ETO,,,,B26,,,,,,,26511,FRANCE,MARCK,,GUN EMPLACEMENTS,,50.95,1.95,105.0,,,,,,,,,,,55.0,,,,,,,,,,55.0,,,102262.0
120457,1944-06-02,ETO,,,,B26,,,,,,,26511,FRANCE,MARCK,,GUN EMPLACEMENTS,,50.95,1.95,105.0,,,,,,,,,,,55.0,,,,,,,,,,55.0,,,205111.0
120458,1944-06-02,ETO,,,,B26,,,,,,,26511,FRANCE,MARCK,,GUN EMPLACEMENTS,,50.95,1.95,105.0,,,,,,,,,,,55.0,,,,,,,,,,55.0,,,205120.0
120459,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,10756,FRANCE,DIEPPE,GRAND WATER TOWER,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),,49.93,1.08,95.0,,,,,,,,,,,404.0,,,,,,,,,,404.0,,,294969.0
120460,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,10756,FRANCE,DIEPPE,GRAND WATER TOWER,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),1,49.93,1.08,95.0,1.0,1.0,1.0,,,,,,,,202.0,,,,,,,,,,202.0,,,294970.0
120461,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,7014,FRANCE,CALAIS,,GUN EMPLACEMENTS,,50.97,1.87,75.0,,,,,,,,,,,44.0,,,,,,,,,,44.0,,,294967.0
120462,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,7014,FRANCE,CALAIS,,GUN EMPLACEMENTS,,50.97,1.87,75.0,44.0,44.0,44.0,,,,,,,,242.0,,,,,,,,,,242.0,,,294968.0
120463,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,30406,FRANCE,NEUFCHATEL,,GUN EMPLACEMENTS,,50.62,1.65,75.0,,,,,,,,,,,237.0,,,,,,,,,,237.0,,,294978.0
120464,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,30406,FRANCE,NEUFCHATEL,,GUN EMPLACEMENTS,,50.62,1.65,75.0,69.0,69.0,69.0,,,,,,,,77.0,,,,,,,,,,77.0,,,294979.0
120465,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,47511,FRANCE,WISSANT,HEAVY COASTAL BATTERY,GUN EMPLACEMENTS,,50.88,1.67,60.0,,,,,,,,,,,67.0,,,,,,,,,,67.0,,,294985.0
120466,1944-06-02,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,47511,FRANCE,WISSANT,HEAVY COASTAL BATTERY,GUN EMPLACEMENTS,,50.88,1.67,60.0,27.0,27.0,27.0,,,,,,,,81.0,,,,,,,,,,81.0,,,294986.0
