Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,Target Country,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Time Over Target,Bomb Damage Assessment,Source ID,gloss_id,aircraft,name,full_name,aircraft_type,hyperlink,Avion_Nombre_Completo
705,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,225.0,10.0,10.0,10.0,,,,,,,,30.0,,,,,,,,,,30.0,,,106401.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
706,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,225.0,11.0,11.0,11.0,,,,,,,,33.0,,,,,,,,,,33.0,,,106402.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
707,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,225.0,10.0,10.0,10.0,,,,,,,,30.0,,,,,,,,,,30.0,,,209585.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
708,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,225.0,11.0,11.0,11.0,,,,,,,,33.0,,,,,,,,,,33.0,,,209586.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
709,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,225.0,10.0,10.0,10.0,,,,,,,,30.0,,,,,,,,,,30.0,,,209594.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
710,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,225.0,11.0,11.0,11.0,,,,,,,,33.0,,,,,,,,,,33.0,,,209595.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
715,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,217.0,11.0,11.0,11.0,,,,,,,,33.0,,,,,,,,,,33.0,,,106403.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
716,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,217.0,11.0,11.0,11.0,,,,,,,,33.0,,,,,,,,,,33.0,,,209587.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
717,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,217.0,11.0,11.0,11.0,,,,,,,,33.0,,,,,,,,,,33.0,,,209596.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
720,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,213.0,12.0,12.0,12.0,,,,,,,,24.0,,,,8.0,,,,,,32.0,,,106393.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
721,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,213.0,12.0,12.0,12.0,,,,,,,,24.0,,,,8.0,,,,,,32.0,,,209580.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
722,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,213.0,12.0,12.0,12.0,,,,,,,,24.0,,,,8.0,,,,,,32.0,,,209590.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
723,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,210.0,15.0,15.0,15.0,,,,,,,,41.0,,,,,,,,,,41.0,,,106394.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
724,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,210.0,15.0,15.0,15.0,,,,,,,,41.0,,,,,,,,,,41.0,,,209581.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
725,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,210.0,15.0,15.0,15.0,,,,,,,,41.0,,,,,,,,,,41.0,,,209591.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
726,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,198.0,11.0,11.0,11.0,,,,,,,,3.0,,,,,,,,,,3.0,,,106396.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
727,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,198.0,11.0,11.0,11.0,,,,,,,,3.0,,,,,,,,,,3.0,,,209583.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
728,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,198.0,11.0,11.0,11.0,,,,,,,,3.0,,,,,,,,,,3.0,,,209593.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
747,7/29/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,14402,FRANCE,FORET DE NIEPPE,CITY AREA,CITIES TOWNS AND URBAN AREAS,,50.67,2.57,,63.0,63.0,63.0,,,,,,,,272.0,,,,,,,,,,272.0,,,295677.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
748,7/29/1944,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,14402,FRANCE,FORET DE NIEPPE,CITY AREA,CITIES TOWNS AND URBAN AREAS,,50.67,2.57,,10.0,10.0,10.0,,,,,,,,10.0,,,,,,,,,,10.0,,,295678.0,,,,,,,LGT
749,7/29/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,20889,FRANCE,JOIGNY,LOCOMOTIVE SHEDS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES,,47.98,3.38,,,,,,,,,,,,28.0,,,,,,,,,,28.0,,,106398.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
750,7/29/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,20889,FRANCE,JOIGNY,LOCOMOTIVE SHEDS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES,,47.98,3.38,,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,106399.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
751,7/29/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,20889,FRANCE,JOIGNY,LOCOMOTIVE SHEDS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES,,47.98,3.38,,25.0,25.0,25.0,,,,,,,,95.0,,,,,,,,,,95.0,,,106400.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
752,7/29/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,20889,FRANCE,JOIGNY,LOCOMOTIVE SHEDS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES,,47.98,3.38,,,,,,,,,,,,28.0,,,,,,,,,,28.0,,,209599.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
753,7/29/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,20889,FRANCE,JOIGNY,LOCOMOTIVE SHEDS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES,,47.98,3.38,,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,209600.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
754,7/29/1944,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,20889,FRANCE,JOIGNY,LOCOMOTIVE SHEDS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES,,47.98,3.38,,25.0,25.0,25.0,,,,,,,,95.0,,,,,,,,,,95.0,,,209601.0,27.0,HVY,Lancaster,Avro Lancaster,Heavy Bomber / Reconnaissance,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=234,Avro Lancaster
755,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,,1.0,1.0,1.0,,,,,,,,2.0,,,,1.0,,,,,,3.0,,,106392.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
756,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,0,48.18,4.88,,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,106395.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
757,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,,1.0,1.0,1.0,,,,,,,,2.0,,,,1.0,,,,,,3.0,,,209579.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
758,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,0,48.18,4.88,,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,209582.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
759,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,1,48.18,4.88,,1.0,1.0,1.0,,,,,,,,2.0,,,,1.0,,,,,,3.0,,,209589.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
760,7/29/1944,ETO,,,,B24,,,,,,,21073,FRANCE,JUZENNECOURT,AIR FIELD,AIR FIELDS AND AIRDROMES,0,48.18,4.88,,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,209592.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
761,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,,3.0,3.0,3.0,,,,,,,,5.0,,,,,,,,,,5.0,,,106404.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
762,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,,3.0,3.0,3.0,,,,,,,,5.0,,,,,,,,,,5.0,,,209588.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
763,7/29/1944,ETO,,,,B24,,,,,,,23654,FRANCE,LAON,,AIR FIELDS AND AIRDROMES,1,49.57,3.63,,3.0,3.0,3.0,,,,,,,,5.0,,,,,,,,,,5.0,,,209597.0,8.0,B24,Liberator,B-24 Liberator,Heavy Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=80,B-24 Liberator
1055,7/30/1944,ETO,USA,9 AF,,B26,,,,,,,24637,FRANCE,LES LOGES,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,48.71,0.91,130.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,106447.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1056,7/30/1944,ETO,USA,9 AF,,B26,,,,,,,24637,FRANCE,LES LOGES,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,48.71,0.91,130.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,170095.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1057,7/30/1944,ETO,USA,9 AF,,B26,,,,,,,24637,FRANCE,LES LOGES,CITY AREA,CITIES TOWNS AND URBAN AREAS,,48.71,0.91,115.0,,,,,,,,,,,,,,,,,,,38.0,,38.0,,,106446.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1058,7/30/1944,ETO,USA,9 AF,,B26,,,,,,,24637,FRANCE,LES LOGES,CITY AREA,CITIES TOWNS AND URBAN AREAS,,48.71,0.91,115.0,,,,,,,,,,,,,,,,,,,38.0,,38.0,,,106452.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1059,7/30/1944,ETO,USA,9 AF,,B26,,,,,,,24637,FRANCE,LES LOGES,CITY AREA,CITIES TOWNS AND URBAN AREAS,,48.71,0.91,115.0,,,,,,,,,,,,,,,,,,,38.0,,38.0,,,170100.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1060,7/30/1944,ETO,USA,9 AF,,B26,,,,,,,24637,FRANCE,LES LOGES,CITY AREA,CITIES TOWNS AND URBAN AREAS,,48.71,0.91,115.0,,,,,,,,,,,,,,,,,,,38.0,,38.0,,,170101.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1061,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.08,0.82,155.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,106413.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1062,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),,49.08,0.82,155.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,106422.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1063,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.08,0.82,155.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,170092.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1064,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),,49.08,0.82,155.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,209609.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1065,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),,49.08,0.82,155.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,209625.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1066,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.08,0.82,130.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,106412.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1067,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.08,0.82,130.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,106414.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1068,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TROOP CONCENTRATIONS,,49.08,0.82,130.0,,,,,,,,,,,29.0,,,,,,,,,,29.0,,,106433.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1069,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.08,0.82,130.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,170091.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1070,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.08,0.82,130.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,170093.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1071,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TROOP CONCENTRATIONS,,49.08,0.82,130.0,,,,,,,,,,,29.0,,,,,,,,,,29.0,,,209636.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1072,7/30/1944,ETO,,,,B26,,,,,,,33119,FRANCE,PAS DE CALAIS,,V - WEAPON LAUNCHING SITES,,50.5,2.33,127.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,106435.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1073,7/30/1944,ETO,,,,B26,,,,,,,33119,FRANCE,PAS DE CALAIS,,V - WEAPON LAUNCHING SITES,,50.5,2.33,127.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,209623.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1074,7/30/1944,ETO,,,,B26,,,,,,,33119,FRANCE,PAS DE CALAIS,,V - WEAPON LAUNCHING SITES,,50.5,2.33,127.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,209638.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1075,7/30/1944,ETO,,,,B26,,,,,,,41324,FRANCE,ST MARTIN DES BIEN,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.02,0.4,127.0,,,,,,,,,,,32.0,,,,,,,,,,32.0,,,106449.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1076,7/30/1944,ETO,,,,B26,,,,,,,41324,FRANCE,ST MARTIN DES BIEN,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.02,0.4,127.0,,,,,,,,,,,32.0,,,,,,,,,,32.0,,,170097.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1077,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.08,0.82,126.0,,,,,,,,,,,,,,,,,,,56.0,,56.0,,,106415.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1078,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.08,0.82,126.0,,,,,,,,,,,,,,,,,,,56.0,,56.0,,,170094.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1079,7/30/1944,ETO,,,,B26,,,,,,,41441,FRANCE,ST PIERRE DU FRESNE,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.03,0.77,126.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,106450.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1080,7/30/1944,ETO,,,,B26,,,,,,,41441,FRANCE,ST PIERRE DU FRESNE,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,,49.03,0.77,126.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,170098.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1081,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),,49.08,0.82,125.0,,,,,,,,,,,,,,,,,,,35.0,,35.0,,,106423.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1082,7/30/1944,ETO,,,,A20,,,,,,,8238,FRANCE,CAUMONT,,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),,49.08,0.82,125.0,,,,,,,,,,,,,,,,,,,26.0,,26.0,,,106428.0,1.0,A20,A20,Douglas A-20 Havoc,Boston Light Bomber / Night-Fighter,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=186,Douglas A-20 Havoc
1083,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TROOP CONCENTRATIONS,,49.08,0.82,125.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,106430.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1084,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TROOP CONCENTRATIONS,,49.08,0.82,125.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,106431.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1085,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),,49.08,0.82,125.0,,,,,,,,,,,,,,,,,,,35.0,,35.0,,,209610.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1086,7/30/1944,ETO,,,,A20,,,,,,,8238,FRANCE,CAUMONT,,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),,49.08,0.82,125.0,,,,,,,,,,,,,,,,,,,26.0,,26.0,,,209616.0,1.0,A20,A20,Douglas A-20 Havoc,Boston Light Bomber / Night-Fighter,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=186,Douglas A-20 Havoc
1087,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TROOP CONCENTRATIONS,,49.08,0.82,125.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,209618.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
1088,7/30/1944,ETO,,,,B26,,,,,,,8238,FRANCE,CAUMONT,,TROOP CONCENTRATIONS,,49.08,0.82,125.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,209619.0,10.0,B26,B26,Martin B-26 Marauder,Medium Bomber,http://militaryfactory.com/aircraft/detail.asp?aircraft_id=299,Martin B-26 Marauder
