,Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Airborne Aircraft,Bombing Aircraft,High Explosives Type,High Explosives Weight (Tons),Total Weight (Tons)
0,1,8/15/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,SPADAFORA,38.22,15.37,20.0,20.0,500 LB GP (GP-M43/M64),10.0,10.0
1,3,8/15/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,COSENZA,39.27,16.25,18.0,36.0,500 LB GP (GP-M43/M64),9.0,9.0
2,4,8/15/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,GIOJA TAURO,38.43,15.9,15.0,15.0,500 LB GP (GP-M43/M64),7.5,7.5
3,96,8/16/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,VILLA SAN GIOVANNI,38.2,15.65,32.0,32.0,500 LB GP (GP-M43/M64),16.0,16.0
4,302,8/16/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,COSENZA,39.27,16.25,4.0,8.0,500 LB GP (GP-M43/M64),2.0,2.0
5,645,8/17/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,COSENZA,39.27,16.25,8.0,16.0,500 LB GP (GP-M43/M64),4.0,4.0
6,646,8/17/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,LA SPEZIA,44.1,9.83,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
7,647,8/17/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,LAMEZIA,38.92,16.25,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
8,997,8/18/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,BAGNARA,38.27,15.8,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
9,998,8/18/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,SCALEA,39.85,15.78,12.0,24.0,500 LB GP (GP-M43/M64),6.0,6.0
10,1000,8/18/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,STEFANO,40.78,13.43,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
11,1237,8/19/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,CATANZARO,38.9,16.62,16.0,32.0,500 LB GP (GP-M43/M64),8.0,8.0
12,1238,8/19/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,COSENZA,39.27,16.25,11.5,23.0,500 LB GP (GP-M43/M64),5.75,5.75
13,1557,8/20/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,COSENZA,39.27,16.25,16.0,32.0,500 LB GP (GP-M43/M64),8.0,8.0
14,1839,8/22/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,SALERNO,40.67,14.73,22.0,44.0,500 LB GP (GP-M43/M64),11.0,11.0
15,1887,8/23/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,BATTIPAGLIA,40.62,14.97,12.0,24.0,500 LB GP (GP-M43/M64),6.0,6.0
16,1888,8/23/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,BATTIPAGLIA,40.62,14.97,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
17,1889,8/23/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,EBOLI,40.6,15.07,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
18,2140,8/24/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,CASTROVILLARI,39.8,16.2,16.0,32.0,500 LB GP (GP-M43/M64),8.0,8.0
19,2141,8/24/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,SIBARI,39.78,16.47,12.0,24.0,500 LB GP (GP-M43/M64),6.0,6.0
20,2143,8/24/1943,MTO,USA,12 AF,27 FBG/86 FBG,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,SAPRI,40.07,15.63,8.0,16.0,500 LB GP (GP-M43/M64),4.0,4.0
21,2772,8/27/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,SIBARI,39.78,16.47,28.0,28.0,500 LB GP (GP-M43/M64),14.0,14.0
22,2774,8/27/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,PAOLA,39.35,16.05,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
23,2775,8/27/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,SIBARI,39.78,16.47,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
24,2776,8/27/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,CASERTA,41.07,14.33,8.0,16.0,500 LB GP (GP-M43/M64),4.0,4.0
25,3095,8/28/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,CATANZARO,38.9,16.62,48.0,48.0,500 LB GP (GP-M43/M64),24.0,24.0
26,3097,8/28/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,CATANZARO,38.9,16.62,28.0,28.0,500 LB GP (GP-M43/M64),14.0,14.0
27,3100,8/28/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
28,3201,8/28/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
29,3202,8/28/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,AVERSA,40.97,16.18,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
30,3283,8/29/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
31,3284,8/29/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,ANGITOLA RIVER,38.75,16.17,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
32,3286,8/29/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,TORRE ANNUNZIATA,40.77,14.43,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
33,3529,8/30/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,SAPRI,40.07,15.63,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
34,3530,8/30/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,LAMEZIA,38.92,16.25,20.0,20.0,500 LB GP (GP-M43/M64),10.0,10.0
35,3535,8/30/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,CATANZARO,38.9,16.62,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
36,3730,8/2/1944,MTO,USA,12 AF,86 FBG,A36,PORETTA AIRFIELD,ITALY,42.55,9.484722,ITALY,FABA SABINA,42.2,12.72,4.0,8.0,500 LB GP (GP-M43/M64),2.0,2.0
37,3809,8/31/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
38,3810,8/31/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,CETRARO,39.5,15.93,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
39,3811,8/31/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,SAPRI,40.07,15.63,23.0,23.0,500 LB GP (GP-M43/M64),11.5,11.5
40,4148,9/1/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,20.0,20.0,500 LB GP (GP-M43/M64),10.0,10.0
41,4406,9/2/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,NICASTRO,38.97,16.3,26.0,26.0,500 LB GP (GP-M43/M64),13.0,13.0
42,4409,9/2/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,LAMEZIA,38.92,16.25,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
43,4410,9/2/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,CATANZARO,38.9,16.62,15.0,15.0,500 LB GP (GP-M43/M64),7.5,7.5
44,4732,9/3/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,8.0,8.0,500 LB GP (GP-M43/M64),4.0,4.0
45,4733,9/3/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,MARINA DI CATANZARO,40.83,16.23,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
46,5064,9/4/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,48.0,48.0,500 LB GP (GP-M43/M64),24.0,24.0
47,5071,9/4/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
48,7658,9/12/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,38.0,38.0,500 LB GP (GP-M43/M64),19.0,19.0
49,7659,9/12/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,SAPRI,40.07,15.63,32.0,32.0,500 LB GP (GP-M43/M64),16.0,16.0
50,7661,9/12/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,23.0,23.0,500 LB GP (GP-M43/M64),11.5,11.5
51,7947,9/13/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,AULETTA,40.57,15.43,29.0,29.0,500 LB GP (GP-M43/M64),14.5,14.5
52,7948,9/13/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,28.0,28.0,500 LB GP (GP-M43/M64),14.0,14.0
53,8206,9/14/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,74.0,74.0,500 LB GP (GP-M43/M64),37.0,37.0
54,8207,9/14/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,AVELLINO,40.9,14.78,26.0,26.0,500 LB GP (GP-M43/M64),13.0,13.0
55,8209,9/14/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,BATTIPAGLIA,40.62,14.97,21.0,21.0,500 LB GP (GP-M43/M64),10.5,10.5
56,8503,9/15/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,58.0,58.0,500 LB GP (GP-M43/M64),29.0,29.0
57,8504,9/15/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,BATTIPAGLIA,40.62,14.97,45.0,45.0,500 LB GP (GP-M43/M64),22.5,22.5
58,8509,9/15/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,EBOLI,40.6,15.07,34.0,34.0,500 LB GP (GP-M43/M64),17.0,17.0
59,8511,9/15/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,AULETTA,40.57,15.43,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
60,8512,9/15/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,PESCOPAGANO,40.85,15.4,23.0,23.0,500 LB GP (GP-M43/M64),11.5,11.5
61,8882,9/16/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,EBOLI,40.6,15.07,40.0,40.0,500 LB GP (GP-M43/M64),20.0,20.0
62,8884,9/16/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,CAVA DI TIRRENI,40.7,14.7,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
63,8886,9/16/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,23.0,23.0,500 LB GP (GP-M43/M64),11.5,11.5
64,8887,9/16/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,BARCELLONA,38.13,15.22,23.0,23.0,500 LB GP (GP-M43/M64),11.5,11.5
65,9189,9/17/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,BATTIPAGLIA,40.62,14.97,28.0,28.0,500 LB GP (GP-M43/M64),14.0,14.0
66,9190,9/17/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,BATTIPAGLIA,40.62,14.97,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
67,9191,9/17/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
68,9192,9/17/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,SARNO,40.8,14.6,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
69,9194,9/17/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,CALABRITTO,40.78,15.22,14.0,14.0,500 LB GP (GP-M43/M64),7.0,7.0
70,9462,9/18/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,BATTIPAGLIA,40.62,14.97,21.0,21.0,500 LB GP (GP-M43/M64),10.5,10.5
71,9463,9/18/1943,MTO,USA,12 AF,86 FBG,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,20.0,20.0,500 LB GP (GP-M43/M64),10.0,10.0
72,9465,9/18/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,SARNO,40.8,14.6,19.0,19.0,500 LB GP (GP-M43/M64),9.5,9.5
73,9467,9/18/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,POTENZA,40.63,15.8,7.0,7.0,500 LB GP (GP-M43/M64),3.5,3.5
74,9468,9/18/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,AULETTA,40.57,15.43,7.0,7.0,500 LB GP (GP-M43/M64),3.5,3.5
75,9744,9/19/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,ANDRIA,41.22,16.25,31.0,31.0,500 LB GP (GP-M43/M64),15.5,15.5
76,9746,9/19/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,TEORA,40.85,15.25,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
77,9752,9/19/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,SAN ANDREA,42.8,10.13,17.5,35.0,500 LB GP (GP-M43/M64),8.75,8.75
78,9755,9/19/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,ANDRIA,41.22,16.25,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
79,9777,9/20/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,SALERNO,40.67,14.73,20.0,20.0,500 LB GP (GP-M43/M64),10.0,10.0
80,10036,9/21/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,MONTELLA,40.83,15.02,15.0,15.0,500 LB GP (GP-M43/M64),7.5,7.5
81,10320,9/22/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,NOCERA,40.73,14.62,27.0,27.0,500 LB GP (GP-M43/M64),13.5,13.5
82,10324,9/22/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,CAMERELLE,40.73,14.62,20.0,20.0,500 LB GP (GP-M43/M64),10.0,10.0
83,10625,9/23/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,SERINO,40.12,15.83,19.0,19.0,500 LB GP (GP-M43/M64),9.5,9.5
84,10937,9/24/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,CAMERELLE,40.73,14.62,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
85,10938,9/24/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,BAROMISSI,40.73,14.75,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
86,10941,9/24/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,SANTA LUCIA,45.05,11.0,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
87,11102,9/25/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,SEZZE,41.48,13.08,20.0,20.0,500 LB GP (GP-M43/M64),10.0,10.0
88,11103,9/25/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,SANTA LUCIA,45.05,11.0,10.0,20.0,500 LB GP (GP-M43/M64),5.0,5.0
89,11104,9/25/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,NOCERA,40.73,14.62,8.0,8.0,500 LB GP (GP-M43/M64),4.0,4.0
90,11441,9/27/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,SANTA SEVERA,42.02,11.95,10.0,20.0,500 LB GP (GP-M43/M64),5.0,5.0
91,11788,9/30/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,VOLTURNO,41.02,13.92,8.0,8.0,500 LB GP (GP-M43/M64),4.0,4.0
92,12040,10/1/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,CAROVILLI,41.72,14.3,20.0,20.0,500 LB GP (GP-M43/M64),10.0,10.0
93,12041,10/1/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,MONDRAGONE,41.12,13.87,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
94,12043,10/1/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,MAGLIANO,42.6,11.3,10.0,20.0,500 LB GP (GP-M43/M64),5.0,5.0
95,12338,10/2/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,VOLTURNO,41.02,13.92,40.0,40.0,500 LB GP (GP-M43/M64),20.0,20.0
96,12341,10/2/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,VOLTURNO,41.02,13.92,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
97,13222,10/6/1943,MTO,USA,12 AF,86 FBG,A36,SELE AIRFIELD,ITALY,40.497397,14.943019,ITALY,42 00 N 013 00 E,42.0,13.0,8.0,8.0,500 LB GP (GP-M43/M64),4.0,4.0
98,14439,10/13/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,CANCELLO,40.98,14.4,23.0,23.0,500 LB GP (GP-M43/M64),11.5,11.5
99,14440,10/13/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,PONTELATONE,40.0,13.0,19.0,19.0,500 LB GP (GP-M43/M64),9.5,9.5
100,14446,10/13/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,VOLTURNO,41.02,13.92,7.0,7.0,500 LB GP (GP-M43/M64),3.5,3.5
101,14456,10/13/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,PONTE SAN MARTINO,45.6,7.8,3.0,6.0,500 LB GP (GP-M43/M64),1.5,1.5
102,14470,10/14/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,CANCELLO,40.98,14.4,11.0,11.0,500 LB GP (GP-M43/M64),5.5,5.5
103,14471,10/14/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,FORMICOLA,41.22,14.22,7.0,7.0,500 LB GP (GP-M43/M64),3.5,3.5
104,14731,10/15/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,ALIFE,41.32,14.28,27.0,27.0,500 LB GP (GP-M43/M64),13.5,13.5
105,14759,10/16/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,ALIFE,41.32,14.28,22.0,22.0,500 LB GP (GP-M43/M64),11.0,11.0
106,14763,10/16/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,FRANCOLISE,41.2,14.03,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
107,14764,10/16/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,FRANCOLISE,41.2,14.03,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
108,15014,10/17/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,NOCELLETA,40.87,14.3,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
109,15039,10/18/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,VENAFRO,41.48,14.03,13.0,13.0,500 LB GP (GP-M43/M64),6.5,6.5
110,15078,10/19/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,BAIA A LATINA,41.3,14.25,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
111,15080,10/19/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,COSENZA,39.27,16.25,19.0,19.0,500 LB GP (GP-M43/M64),9.5,9.5
112,15081,10/19/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,ISERNIA,41.6,14.23,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
113,15318,10/20/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,COSENZA,39.27,16.25,48.0,48.0,500 LB GP (GP-M43/M64),24.0,24.0
114,15320,10/20/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,SAN GATA,38.08,16.53,14.0,28.0,500 LB GP (GP-M43/M64),7.0,7.0
115,15616,10/21/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,MINTURNO,41.25,13.75,28.0,28.0,500 LB GP (GP-M43/M64),14.0,14.0
116,15669,10/22/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,ORBETELLO,42.45,11.22,11.5,23.0,500 LB GP (GP-M43/M64),5.75,5.75
117,15670,10/22/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,COSENZA,39.27,16.25,11.0,11.0,500 LB GP (GP-M43/M64),5.5,5.5
118,15672,10/22/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,ROME,41.9,12.47,5.5,11.0,500 LB GP (GP-M43/M64),2.75,2.75
119,15936,10/23/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,COSENZA,39.27,16.25,46.0,46.0,500 LB GP (GP-M43/M64),23.0,23.0
120,15940,10/23/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,GAETA,41.2,13.57,21.0,21.0,500 LB GP (GP-M43/M64),10.5,10.5
