,Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Airborne Aircraft,Bombing Aircraft,High Explosives Type,High Explosives Weight (Tons),Total Weight (Tons)
825,141957,2/8/1943,CBI,USA,10 AF,IATF (493 BS),B24,PANDAVESWAR,INDIA,23.646067,87.347661,BURMA,RANGOON,16.769211,96.158739,6.0,6.0,1000 LB GP (GP-M44/M65),13.5,13.5
826,141961,2/9/1943,MTO,USA,9 AF,12 BG,B25,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,CRETE,HERAKLION,35.34,25.17,13.0,10.0,300 LB GP (GP-31),13.95,13.95
827,141972,2/10/1943,MTO,USA,9 AF,376 BG,B24,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,ITALY,PALERMO,38.13,13.36,9.0,9.0,1000 LB GP (GP-M44/M65),22.5,22.5
828,141973,8/28/1942,CBI,USA,10 AF,CATF,P40,KUNMING,CHINA,24.992222,102.743333,BURMA,SALWEEN RIVER?,24.151712,98.875415,2.0,2.0,100 LB GP (GP-M30),0.4,0.4
829,141974,1/15/1943,CBI,USA,10 AF,CATF,P40,KUNMING,CHINA,24.992222,102.743333,BURMA,BHAMO,24.25,97.23333333,2.0,2.0,100 LB GP (GP-M30),0.2,0.2
830,142732,2/15/1943,MTO,USA,9 AF,376 BG,B24,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,ITALY,NAPLES,40.84,14.28,9.0,5.0,1000 LB GP (GP-M44/M65),12.5,12.5
831,143179,2/19/1943,MTO,USA,9 AF,12 BG,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,GABES WEST,33.85,10.12,1.0,1.0,250 LB GP (GP-M57),0.875,0.875
832,143507,2/20/1943,MTO,USA,9 AF,376 BG,B24,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,ITALY,CROTONE,39.09,17.13,8.0,7.0,1000 LB GP (GP-M44/M65),17.5,17.5
833,143597,2/23/1943,MTO,USA,9 AF,12 BG,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,ARRAM,33.59,10.31,12.0,11.0,250 LB GP (GP-M57),15.0,15.0
834,143599,2/23/1943,MTO,USA,9 AF,12 BG,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,ARRAM,33.59,10.31,12.0,11.0,300 LB GP (GP-31),5.4,5.4
835,143942,2/24/1943,MTO,USA,9 AF,12 BG,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,ARRAM,33.59,10.31,17.0,16.0,250 LB GP (GP-M57),14.75,14.75
836,143944,2/24/1943,MTO,USA,9 AF,12 BG,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,ARRAM,33.59,10.31,17.0,16.0,300 LB GP (GP-31),5.4,5.4
837,143945,2/24/1943,MTO,USA,9 AF,376 BG,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,NAPLES,40.84,14.28,9.0,6.0,1000 LB GP (GP-M44/M65),18.0,18.0
838,143952,2/24/1943,MTO,USA,9 AF,376 BG,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,CROTONE,39.09,17.13,9.0,1.0,1000 LB GP (GP-M44/M65),3.0,3.0
839,143992,2/25/1943,MTO,USA,9 AF,12 BG,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,ARRAM ROADS AND MT,33.59,10.31,18.0,16.0,250 LB GP (GP-M57),20.5,20.5
840,143995,2/25/1943,MTO,USA,9 AF,12 BG,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,ARRAM ROADS AND MT,33.59,10.31,18.0,16.0,300 LB GP (GP-31),2.4,2.4
841,144765,9/27/1942,CBI,USA,10 AF,CATF (11 BS),B25,KUNMING,CHINA,24.992222,102.743333,FORMOSA AND RYUKYU ISLANDS,MANGSHIH,24.433728,98.588649,6.0,6.0,100 LB GP (GP-M30),3.6,4.68
842,144769,2/10/1943,CBI,USA,10 AF,CATF,P40,HENYANG,CHINA,26.905278,112.627778,CHINA,SAMENG,26.25,117.6167,4.0,2.0,500 LB GP (GP-M43/M64),0.5,0.5
843,144796,3/1/1943,MTO,USA,9 AF,376 BG,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,SIDERNO MARINA,38.27,16.3,9.0,4.0,1000 LB GP (GP-M44/M65),12.0,12.0
844,145106,3/1/1943,MTO,USA,9 AF,376 BG,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,NAPLES,40.84,14.28,9.0,4.0,500 LB GP (GP-M43/M64),9.0,9.0
845,145191,3/3/1943,MTO,USA,9 AF,376 BG,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,MESSINA,38.19,15.57,9.0,5.0,1000 LB GP (GP-M44/M65),15.0,15.0
846,145509,3/3/1943,MTO,USA,9 AF,376 BG,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,MESSINA,38.19,15.57,9.0,2.0,500 LB GP (GP-M43/M64),4.5,4.5
847,147113,3/14/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,ZARAT,33.67,10.3,18.0,12.0,300 LB GP (GP-31),7.05,7.05
848,147120,3/14/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,ZARAT,33.67,10.3,18.0,12.0,250 LB GP (GP-M57),5.0,5.0
849,147144,3/16/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,MARETH,33.63,10.17,18.0,18.0,300 LB GP (GP-31),20.4,20.4
850,147559,3/20/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,MARETH AND PP,33.63,10.17,35.0,35.0,300 LB GP (GP-31),51.3,51.3
851,147560,3/20/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,MARETH AND PP,33.63,10.17,35.0,35.0,250 LB GP (GP-M57),16.5,16.5
852,147600,3/21/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,DJEBEL TEBAGA,33.75,9.33,54.0,54.0,250 LB GP (GP-M57),69.125,69.125
853,147901,3/21/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,DJEBEL TEBAGA,33.75,9.33,54.0,54.0,300 LB GP (GP-31),44.4,44.4
854,147940,3/22/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,BOMBING OF ROADWAY TZ 5812 TZ 5813,33.63,10.33,18.0,18.0,250 LB GP (GP-M57),18.0,18.0
855,147941,3/22/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,BOMBING OF ROADWAY TZ 5812 TZ 5813,33.63,10.33,18.0,18.0,300 LB GP (GP-31),19.5,19.5
856,148312,3/23/1943,MTO,USA,9 AF,376 BG,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,MESSINA,38.19,15.57,23.0,21.0,500 LB GP (GP-M43/M64),45.75,45.75
857,148313,3/23/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,ZARAT - MT CONCENTRATIONS,33.67,10.3,41.0,40.0,300 LB GP (GP-31),27.45,27.45
858,148327,3/23/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,ZARAT - MT CONCENTRATIONS,33.67,10.3,41.0,40.0,250 LB GP (GP-M57),0.0,0.0
859,148701,3/24/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,ZARAT TZ 5811 AND 5812,33.67,10.3,24.0,23.0,250 LB GP (GP-M57),0.0,0.0
860,148702,3/24/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,ZARAT TZ 5811 AND 5812,33.67,10.3,24.0,23.0,300 LB GP (GP-31),0.0,0.0
861,148753,3/25/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,DJEBEL TEBAGA,33.75,9.33,22.0,22.0,250 LB GP (GP-M57),19.125,19.525
862,148754,3/25/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,GROMBALIA,36.62,10.6,22.0,22.0,300 LB GP (GP-31),15.6,15.6
863,148788,3/26/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,EL HAMMA,33.88,9.8,6.0,6.0,100 LB GP (GP-M30),2.1,2.1
864,148791,3/26/1943,CBI,USA,10 AF,IATF (493 BS),B24,PANDAVESWAR,INDIA,23.646067,87.347661,BURMA,RANGOON RIVER,16.769211,96.158739,6.0,6.0,1000 LB GP (GP-M44/M65),12.0,12.0
865,148792,3/26/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,EL HAMMA,33.88,9.8,6.0,6.0,300 LB GP (GP-31),2.4,2.4
866,148797,3/26/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,MARETH,33.63,10.17,6.0,6.0,250 LB GP (GP-M57),6.0,6.0
867,148798,3/26/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,MARETH,33.63,10.17,7.0,7.0,250 LB GP (GP-M57),5.0,5.0
868,149035,3/27/1943,CBI,USA,10 AF,IATF (492 BS),B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,RANGOON RIVER,16.769211,96.158739,5.0,5.0,1000 LB GP (GP-M44/M65),10.0,10.0
869,149087,3/29/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,17.0,17.0,250 LB GP (GP-M57),17.0,17.0
870,149088,3/29/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,17.0,17.0,300 LB GP (GP-31),13.05,13.05
871,149089,3/29/1943,CBI,USA,10 AF,IATF (436 BS),B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,TAVOY,14.06666667,98.2,4.0,4.0,500 LB GP (GP-M43/M64),6.0,6.0
872,149430,3/30/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,19.0,19.0,250 LB GP (GP-M57),23.625,23.625
873,149431,3/30/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,19.0,19.0,300 LB GP (GP-31),8.4,8.4
874,149435,3/30/1943,MTO,USA,9 AF,376 BG,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,MESSINA,38.19,15.57,3.0,1.0,1000 LB GP (GP-M44/M65),4.0,4.0
875,149479,3/31/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,17.0,17.0,250 LB GP (GP-M57),17.0,17.0
876,149480,3/31/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,17.0,17.0,250 LB GP (GP-M57),8.8,8.8
877,149481,3/31/1943,CBI,USA,10 AF,IATF (436/492/493/9 BS),B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,PYINMANA,19.73333333,96.21666667,22.0,22.0,2000 LB GP (GP-M34/M66),57.25,57.25
878,149832,4/1/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,15.0,15.0,250 LB GP (GP-M57),14.0,14.0
879,149833,4/1/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,15.0,15.0,300 LB GP (GP-31),11.85,11.85
880,149836,4/1/1943,MTO,USA,9 AF,376 BG,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,MESSINA,38.19,15.57,3.0,1.0,1000 LB GP (GP-M44/M65),4.0,4.0
881,149862,4/2/1943,MTO,USA,9 AF,12 BG,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,18.0,18.0,250 LB GP (GP-M57),15.0,15.0
882,150243,4/4/1943,MTO,USA,9 AF,376 BG,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,NAPLES,40.84,14.28,25.0,14.0,500 LB GP (GP-M43/M64),31.5,31.5
883,151056,4/6/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,ITALY,STRAITS OF SICILY,38.2,15.59,37.0,37.0,250 LB GP (GP-M57),37.0,37.0
884,151057,4/6/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,MT AT TZ1560,33.63,10.33,37.0,37.0,300 LB GP (GP-31),23.7,23.7
885,151058,4/6/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,MESSINA,38.19,15.57,24.0,20.0,1000 LB GP (GP-M44/M65),60.0,60.0
886,151325,4/7/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,OUED EL AKARIT (WADI AKARIT),34.07,10.03,45.0,45.0,250 LB GP (GP-M57),44.625,44.625
887,151326,4/7/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,OUED EL AKARIT (WADI AKARIT),34.07,10.03,45.0,45.0,300 LB GP (GP-31),32.25,32.25
888,151381,4/8/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,N. OF GABES,34.0,0.02,29.0,27.0,250 LB GP (GP-M57),26.875,26.875
889,151382,4/8/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,N. OF GABES,34.0,0.02,29.0,27.0,300 LB GP (GP-31),11.7,11.7
890,151383,4/8/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,N. OF GABES,34.0,0.02,29.0,27.0,500 LB GP (GP-M43/M64),9.5,9.5
891,151685,4/10/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,NAPLES,40.84,14.28,24.0,24.0,500 LB GP (GP-M43/M64),59.25,59.25
892,151686,4/10/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,ST MARIE DU ZIT EAST AND WEST LG,36.42,10.3,18.0,18.0,300 LB GP (GP-31),12.0,12.0
893,151697,4/10/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,N. OF SFAX,34.93,10.75,18.0,18.0,500 LB GP (GP-M43/M64),3.0,6.1
894,151708,4/10/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,ENFIDAVILLE,36.08,10.45,18.0,18.0,250 LB GP (GP-M57),12.5,12.5
895,152002,4/12/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,N. OF SFAX,34.93,10.75,18.0,18.0,250 LB GP (GP-M57),24.0,24.0
896,152003,4/12/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,COSENZO,39.3,16.26,6.0,6.0,500 LB GP (GP-M43/M64),15.75,15.75
897,152006,4/12/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,NAPLES,40.84,14.28,12.0,5.0,500 LB GP (GP-M43/M64),9.75,9.75
898,152007,4/12/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,OUDNA,36.62,10.13,18.0,18.0,300 LB GP (GP-31),3.6,3.6
899,152010,4/12/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,PIZZO,38.73,16.17,1.0,1.0,500 LB GP (GP-M43/M64),3.0,3.0
900,152011,4/12/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,CROTONE,39.09,17.13,1.0,1.0,500 LB GP (GP-M43/M64),2.25,2.25
901,152024,4/12/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,OUDNA,36.62,10.13,18.0,18.0,500 LB GP (GP-M43/M64),1.5,1.5
902,152251,4/13/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,ST MARIE DU ZIT EAST AND WEST LG,36.42,10.3,15.0,14.0,250 LB GP (GP-M57),16.25,16.25
903,152252,4/13/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,ST MARIE DU ZIT EAST AND WEST LG,36.42,10.3,15.0,14.0,300 LB GP (GP-31),17.1,17.1
904,152292,4/14/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,ST MARIE DU ZIT K2707,36.42,10.3,8.0,8.0,300 LB GP (GP-31),1.2,1.2
905,152297,4/14/1943,MTO,USA,9 AF,12 BG,B25,MEDENINE,TUNISIA,33.354722,10.505278,TUNISIA,ST MARIE DU ZIT K2707,36.42,10.3,8.0,8.0,250 LB GP (GP-M57),12.0,12.0
906,152333,4/15/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,CATANIA,37.47,15.06,13.0,13.0,500 LB GP (GP-M43/M64),32.25,32.25
907,152451,6/26/1944,MTO,USA,12 AF,86 FBG,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,44 00 N 011 00 E,44.0,11.0,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
908,152564,4/16/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,CATANIA,37.47,15.06,10.0,8.0,1000 LB GP (GP-M44/M65),22.0,22.0
909,152822,6/27/1944,MTO,USA,12 AF,86 FBG,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,BOLOGNA,44.5,11.35,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
910,152889,4/17/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,CATANIA,37.47,15.06,13.0,13.0,500 LB GP (GP-M43/M64),31.75,31.75
911,153205,4/19/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,KORBA LG SOUTH TK 7243,36.69,10.84,18.0,18.0,250 LB GP (GP-M57),32.75,32.75
912,153206,4/19/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,KORBA LG SOUTH TK 7243,36.69,10.84,18.0,18.0,300 LB GP (GP-31),7.2,7.2
913,153346,4/20/1943,PTO,USA,7 AF,VII BOMBER COMMAND,B24,FUNAFUTI ATOLL,ELLICE ISLANDS,-8.522991,179.197665,GILBERT ISLANDS,NAURU,-0.516666667,166.9333333,23.0,22.0,500 LB GP (GP-M43/M64),12.0,12.0
914,153350,4/20/1943,PTO,USA,7 AF,VII BOMBER COMMAND,B24,FUNAFUTI ATOLL,ELLICE ISLANDS,-8.522991,179.197665,GILBERT ISLANDS,NAURU,-0.516666667,166.9333333,23.0,22.0,1000 LB GP (GP-M44/M65),14.0,14.0
915,153712,4/23/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,SOLIMAN SOUTH LG K3743 AND PP,36.71,10.45,36.0,24.0,250 LB GP (GP-M57),41.0,41.0
916,154012,4/25/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,N AND NW OF ENFIDAVILLE,36.36,10.24,36.0,25.0,250 LB GP (GP-M57),39.625,39.625
917,154014,4/25/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,N AND NW OF ENFIDAVILLE,36.36,10.24,36.0,25.0,300 LB GP (GP-31),3.6,3.6
918,154283,4/26/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,SOLIMAN SOUTH LG K3743,36.71,10.45,34.0,31.0,250 LB GP (GP-M57),43.625,43.625
919,154284,4/26/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,BARI,41.14,16.77,35.0,34.0,500 LB GP (GP-M43/M64),56.0,56.0
920,154285,4/26/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,SOLIMAN SOUTH LG K3743,36.71,10.45,34.0,31.0,300 LB GP (GP-31),21.6,21.6
921,154871,4/28/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,NAPLES,40.84,14.28,25.0,22.0,500 LB GP (GP-M43/M64),54.0,54.0
922,155152,4/29/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,TUNIS,37.14,10.81,12.0,12.0,250 LB GP (GP-M57),34.5,34.5
923,155202,4/30/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,MESSINA,38.19,15.57,22.0,21.0,2000 LB GP (GP-M34/M66),61.0,61.0
924,155505,5/4/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,ZAGHOUAN TK 0912,36.4,10.15,17.0,16.0,500 LB GP (GP-M43/M64),16.0,16.0
925,155513,5/4/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,ZAGHOUAN TK 0912,36.4,10.15,17.0,16.0,250 LB GP (GP-M57),12.0,12.0
926,155799,5/4/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,REGGIO,38.12,15.65,28.0,0.0,0,0.0,0.0
927,156067,5/6/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,REGGIO,38.12,15.65,27.0,25.0,500 LB GP (GP-M43/M64),64.75,64.75
928,156068,5/6/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,MASSICAULT J 835445 AND AREA TJ 7842,36.7,9.87,27.0,27.0,250 LB GP (GP-M57),27.0,27.0
929,156069,5/6/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,MASSICAULT J 835445 AND AREA TJ 7842,36.7,9.87,27.0,27.0,300 LB GP (GP-31),21.3,21.3
930,156393,5/7/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,KELIBIA TK 8869,36.85,11.1,9.0,9.0,500 LB GP (GP-M43/M64),13.5,13.5
931,156421,5/8/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,PANTELLARIA,PANTELLERIA LG,36.75,12.0,46.0,46.0,500 LB GP (GP-M43/M64),45.0,45.0
932,156422,5/8/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,PANTELLARIA,PANTELLERIA LG,36.75,12.0,46.0,46.0,250 LB GP (GP-M57),16.0,16.0
933,156423,5/8/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,PANTELLARIA,PANTELLERIA LG,36.75,12.0,46.0,46.0,300 LB GP (GP-31),7.8,7.8
934,156695,5/9/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,PANTELLARIA,PANTELLERIA LG,36.75,12.0,63.0,63.0,250 LB GP (GP-M57),32.0,32.0
935,156696,5/9/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,PANTELLARIA,PANTELLERIA LG,36.75,12.0,63.0,63.0,500 LB GP (GP-M43/M64),45.0,45.0
936,156698,5/9/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,MESSINA,38.19,15.57,27.0,20.0,2000 LB GP (GP-M34/M66),53.0,53.0
937,157019,5/10/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,PANTELLARIA,PANTELLERIA LG,36.75,12.0,68.0,68.0,250 LB GP (GP-M57),40.0,40.0
938,157020,5/10/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,PANTELLARIA,PANTELLERIA LG,36.75,12.0,68.0,68.0,500 LB GP (GP-M43/M64),42.0,42.0
939,157319,5/11/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,CATANIA,37.47,15.06,26.0,22.0,500 LB GP (GP-M43/M64),55.25,55.25
940,157327,5/11/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,ITALY,MARSALA,37.79,12.44,9.0,9.0,250 LB GP (GP-M57),9.0,9.0
941,157620,5/12/1943,MTO,USA,9 AF,12 BG,B25,SFAX,TUNISIA,34.717778,10.690833,TUNISIA,POSITIONS S OF BOU FICHA,36.3,10.46,9.0,9.0,250 LB GP (GP-M57),9.0,9.0
942,157856,5/13/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,AUGUSTA,37.23,15.22,29.0,28.0,500 LB GP (GP-M43/M64),64.75,64.75
943,158613,7/6/1944,MTO,USA,12 AF,86 FBG,A36,ORBETELLO AIRFIELD,ITALY,42.495464,11.239383,ITALY,VIAREGGIO,44.87,10.27,8.0,16.0,500 LB GP (GP-M43/M64),4.0,4.0
944,159609,5/21/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,SAN GIOVANNI,41.24,15.8,24.0,21.0,500 LB GP (GP-M43/M64),59.0,59.0
945,160200,5/24/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,REGGIO,38.12,15.65,23.0,17.0,1000 LB GP (GP-M44/M65),53.0,53.0
946,160239,5/25/1943,MTO,USA,9 AF,376 BG,B24,BENGHAZI,LIBYA,32.096944,20.269444,ITALY,MESSINA,38.19,15.57,26.0,22.0,1000 LB GP (GP-M44/M65),67.5,67.5
947,160510,5/26/1943,PTO,USA,7 AF,VII BOMBER COMMAND,B24,FUNAFUTI ATOLL,ELLICE ISLANDS,-8.522991,179.197665,GILBERT ISLANDS,APAMAMA,0.55,173.8833333,3.0,3.0,500 LB GP (GP-M43/M64),4.5,4.5
